sentence_id,תיאור,title,sentence_text,query number,tagger,status,label,label2,start_ind,end_ind,mental_state,clean_sentence
828247,"אינה הגיונית גם בשל כך ש לא מתקבל על ה דעת ש ה נאשם חשף ב פנים של היא , לכאורה , את איברט של אנחנו ו הכריח את היא לבצע ב הוא מ ין אוראלי , ו ה כול ב חניון של קניון הראל ,",s05004390-44,"ה שנייה - ש גרסת ה מתלוננת אינה הגיונית גם בשל כך ש לא מתקבל על ה דעת ש ה נאשם חשף ב פנים של היא , לכאורה , את איברט של אנחנו ו הכריח את היא לבצע ב הוא מ ין אוראלי , ו ה כול ב חניון של קניון הראל , ו זאת כאשר ב היותם ב ה עין חמד ה נאשם נבהל מאד מ רכב ש עבר ב מקרה ב ה מקום .",3,carmit,not annotated
311403,מושלם,ME-08-1045-33,"אכן , תיאור של היא של ה מתלוננת איננו מושלם .",1,carmit,not annotated
923613,כוללת,m011118,"עדות של הוא של רוסלן , ב נקודה מסוימת זו , מחזקת את גרסה של היא ה כוללת של ה מתלוננת ו מגבירה את אמינות של היא .",5,carmit,not annotated
101460,יחידה,s00002583-88,"ב כל ה נוגע ל עבירת ה מעשה ה מגונה , ב סוף שמיעת ה ראיות ניצבת עדות של היא ה יחידה של ה מתלוננת מול עדות של הוא של ה נאשם .",5,carmit,not annotated
202005,מוקפדת,SH-18-01-42624-345,"ו אולם , עניין זה אינו יורד ל שורש אמינות תלונה של היא - הוא דווקא מלמד , כי לא העידה ב פניי , מתלוננת ב עדות מוקפדת , מתוכננת , ש מטרה של היא עלילת כזב .",13,carmit,not annotated
1136671,מהימן,m99000948-a,ה מתלוננת עשתה על אני רושם מהימן ו אינני מיחס חשיבות ל כל ה תמיהות ו ה סתירות ש בא כוח ה נאשם ניסה להראות ב סיכום של הוא .,17,carmit,not annotated
1229756,"שון אחר : ל טענת ה נאשם , גרסת ה מתלוננת , לפי היא ה מעשים נשוא כתב ה אישום בוצעו ב היא ב מהלך ה סיור , תוך כדי נסיעה ב רכב ה טומקאר - כלל איננה אפשרית מ בחינה עובדתית",SH-08-5595-390,"ל שון אחר : ל טענת ה נאשם , גרסת ה מתלוננת , לפי היא ה מעשים נשוא כתב ה אישום בוצעו ב היא ב מהלך ה סיור , תוך כדי נסיעה ב רכב ה טומקאר - כלל איננה אפשרית מ בחינה עובדתית .",3,carmit,not annotated
382840,מהימן,ME-10-01-28729-1,"ה מאשימה סבורה גם כי עדות של היא של ה מתלוננת ב בית ה משפט , אף כי היתה קטועה ו רצופת שתיקות , הותירה רושם מהימן .",9,carmit,not annotated
649096,"הלכה , גם אם עדות של היא של מתלוננת ב ה עבירות מין איננה מושלמת",m021212d,"ב יהמ""ש נדרש ל שאלת מהימנות עדות של היא של ה בת ו ציין כי הוא נותן ב היא אמון מלא ו כי לפי ה הלכה , גם אם עדות של היא של מתלוננת ב ה עבירות מין איננה מושלמת , אין פירוש של הוא ש היא איננה שלמה , מה גם ש מדובר ב קטינה ה מצויה ב ה שנים ה קריטיות ל התפתחות של היא .",1,carmit,not annotated
1137346,שונה,s99001132-160,"תאור ה מתלוננת ל ה רגע כניסה של הוא של ה נאשם שונה הוא , שכן אותה "" קפיצה "" לא היתה - גם אליבא דדברי ה מתלוננת - איך ש ה נאשם נכנס .",7,carmit,not annotated
1639857,ברורה,ME-11-06-51536-78,עדות של היא של ה מתלוננת היתה ברורה ו אמינה .,5,carmit,not annotated
291079,צעירה,ME-14-07-52713-11,"ה מתלוננת נחקרה ממושכות , התמודדה עם ה שאלות ה רבות ש הופנו אל היא , הסבירה את התנהלות של היא ו קו ה מחשבה של היא "" ב זמן אמת "" , ו התרשמתי מ עדות של בחורה צעירה ש אכן עברה את ה מתואר .",4,carmit,not annotated
865563,אמינה,SH-09-09-8105-83,"אני קובע אפוא כי גרסה של היא של ה מתלוננת אמינה לחלוטין , ו במיוחד ב ה צירוף תכיפות ה תלונה ו ה מצב ה נפשי ש נלווה אל היא .",1,carmit,not annotated
217624,סדורה,ME-15-10-1855-55,"עדות ה מתלוננת ש ל הותירה ב אני , כאמור , רושם מהימן ביותר , ב היותה עדות סדורה ו מפורטת , ו ב תארה את ש התרחש "" מ דם ליבה "" ו ניתן היה להתרשם מ ביטחון של היא ה רב ב זיהוי של הוא של ה נאשם כ מי ש תקף את היא ו חבל ב היא .",18,carmit,not annotated
458907,דיות,m07001116-174,דיות עדות ה מתלונן 31 .,3,carmit,not annotated
133911,מקובלת על אני,ME-11-06-2965-391,"כאמור לעיל , מקובלת על אני גרסה של היא של ה מתלוננת כי לא הסכימה כלל לנסוע עם ה נאשם ו לעזוב את אולם גוטניק ללא אח של היא ו ללא מוראד , ו כי ה נאשם נעל על היא את דלתות ה רכב , ו אף מנע מן היא מ לשוחח עם אלה ש התקשרו אל היא , כש ב רצון של היא להודיע איפה נמצאת ו מה מצב של היא .",1,carmit,not annotated
144415,אמת,M003032,"ב שוקל של אנחנו את מכלול עדות ה מתלוננת לאור התרשמות של אנחנו מן היא , ו על רקע כל ה ראיות ש שמענו , אין ל אנחנו כל ספק כי גרסה של היא ה מקורית כפי ש העידה על היא לפני אנחנו , ו נחקרה על היא חקירה יסודית ו נוקבת , היא גרסת אמת , ו אין מ הימנות של היא נגרעת ב מאום של היא מחמת חזרה של היא ב היא מן היא , מה טעם של הם ש הוזכר לעיל .",21,carmit,not annotated
945217,סותרות,ME-08-1198-419,ה מתלוננת מסרה גרסאות סותרות עת תיארה את מהלך של הוא של נאשם 2 ב עניין ה שלשלאות אל הן הייתה קשורה .,8,carmit,not annotated
279092,עקבית,SH-08-6572-1,עדות של היא של ה מתלוננת היתה עקבית מאד .,5,carmit,not annotated
685776,ראשונה,m04001134-a,"באשר ל נזק ש נגרם ל קורבנות , לא התקבל תסקיר קורבן אודות אף אחת מ ה מתלוננות , אך ה תובעת הזכירה את עדות של היא של ה מתלוננת ה ראשונה בפני בית - ה משפט , ש סיפרה ש היא נוטלת כדורים ; ש היא אינה ישנה ו אינה מתפקדת ; ש היא שבר כלי .",4,carmit,not annotated
676444,נוספת,ME-08-1157-524,"אילו היה מצב כ ה זה , ל טענה של היא היא היתה כותבת על כך מזכר ו גובה עדות נוספת מ ה מתלוננת .",5,carmit,not annotated
149705,שיקרית,m97000952-7,"שכן , לא מתקבל על ה דעת ש ב חורה ש בוצעו ב היא מעשים מיניים בניגוד ל רצון של היא ו ב ה כפיה , פעמיים , ל טענה של היא , תמשיך להיפגש עם מי ש כפה על היא יחסים אלו , ו לקיים איתו הוא יחסי מין מ רצון כאילו לא אירע דבר ; ו היא הנותנת - כך על פי ה טענה - כי גירסה של היא של ה מתלוננת הינה שיקרית .",5,carmit,not annotated
1672939,יחידה,ME-12-08-3491-22,""" מ לשון ה סעיף עולה כי בית ה משפט רשאי להסתמך על עדות יחידה של מתלוננת , ו בלבד ש יפרט מה הניע את הוא להסתפק ב עדות זו .",5,carmit,not annotated
798747,יציבה,m06007013-431,"אל מול גרסה של היא ה יציבה של ה מתלוננת ניצבות שלל גרסה של הוא של ה נאשם , על ה שינויים ה רבים ש חלו ב הן ב עניינים רבים .",5,carmit,not annotated
1086956,מהימנה,ME-13-12-18407-932,( ג ) גרעין ה עדות : חרף ה סתירות ש הובאו ב שני ה סעיפים ה קודמים אני סבור כי עדות של היא של ה מתלוננת מהימנה .,1,carmit,not annotated
729106,ספציפי,SH-08-1578-228,"ה דרישות ה מיניות ש הפנה ה נאשם כלפי ה מתלוננת , ו לאחר מ כן ה מעשים ה מגונים ש ביצע ב היא , היו רק לאחר ש ה נאשם העמיד את ה מתלוננת על ה קושי ה ספציפי של היא ב קבלת תעודת זהות ישראלית ( כתב ה אישום ו כן עדות ה מתלוננת ב עמוד 9 שורות 18 - 7 ) .",7,carmit,not annotated
1639793,מהימנה,ME-11-06-51536-78,"עדות של היא ה מהימנה של ה מתלוננת ב בית ה משפט ו קיום של הוא של חיזוק ל היא ב עדות ה נאשם : ה מתלוננת העידה ב ביהמ""ש : ה נאשם צפה ב ה סרטים פורנוגרפיים .",5,carmit,not annotated
128136,קשה,ME-08-04-4869-1,"עיקר טענת ה נאשם , כבר ב חקירה ב ה משטרה , היא כי ה עלילה נרקמה על ידי מ. , ו הטענה , ש הועלתה לראשונה ב בית ה משפט , היא ניסיון נואש של ה נאשם ליתן מענה ל עדות של הוא ה קשה ו ה נוקבת של ה מתלונן .",5,carmit,not annotated
6156,מהימנה,ME-13-10-20400-22,"הואיל ו ב סוף של הוא של דבר שאלת ה מהימנות נתונה ב סוף של הוא של יום ל הערכת בית ה משפט אומר כי לאחר צפייה ממושכת ב מתלוננת כפי ש צולמה ב תקליטורי חקירה של היא הובילה את אני ל אותה ה מסקנה , לפי היא ה מתלוננת מסרה עדות מהימנה כפי ש סברה גם חוקרת ה ילדים .",8,carmit,not annotated
865555,ברור,SH-09-09-8105-83,"גרסה של היא של ה מתלוננת עומדת ב מבחני ה אמינות , כמו גם ב מבחני ה סבירות ו ה התכנות : ה מתלוננת הסבירה היטב מדוע הגיעה ל מועדון ב שעה מאוחרת ו מדוע נותרה ב הוא לבדה ( כש ה הסבר נתמך ב דברי ה עד אריה ) , ו ברור מדוע ב היותה מבוהלת , לבדה ב ה מקום זר , התקשתה לראות ו ל השתמש ב פתח ה חירום ל יציאה מ ה מקום .",1,carmit,not annotated
861177,מהימנה,ME-09-1132-667,"ב [1 ] 292 ) נקבעה לראשונה ה הלכה , ו לפי היא אין סיבה שלא לראות ב עדות מהימנה של ילדה , ש נמסרה בפני חוקרת ילדים , ראיה נסיבתית ה מסייעת לעדות מהימנה אחרת של ילדה , ש אף היא נמסרה בפני חוקרת ילדים .",5,carmit,not annotated
549116,חי,ME-14-12-34621-33,"עוד ראוי לציין ב ה הקשר זה , כי בת / 8 מסרה ה קטינה תיאור מפורט ו חי של מכשיר הג'י.פי.אס ב מונית של ה נאשם , כש ל דבר של היא "" יש ל הוא משהו כ ה זה , את מכירה את זה את ה ענק ה זה ש הוא מראה ל הוא איך ללכת , הוא אומר ל הוא פנה ש מאלה , פנה זה , הוא מראה ל הוא משהו כ ה זה ענק איפה הוא הולך ... כאילו טאבלט , משהו כ ה זה .",8,carmit,not annotated
90271,סותרות,m06003016,"ב פנין של הוא , כאמור , שתי גרסאות סותרות של ה מתלוננת ו גרסה של ה נאשם , ו על אנחנו להכריע בין ה גרסאות ה שונות .",5,carmit,not annotated
680410,נוספות,m04001141-a,"כ סיכום ביניים ניתן לסכם כדלקמן : עדות של הן של ה מתלוננות ה נוספות ב כל ה קשור ל ה אופן הגעה של הן ל ה מכון לא נסתרה , למעט על - ידי מוטי עצמו .",4,carmit,not annotated
414436,מהימנה,ME-13-02-715-22,"חוקרת ה ילדים הפנתה ל ה קריטריונים ה שונים ה משמשים ל הערכת מהימנות עדויות ילדים ו הסבירה כיצד פרטים שונים ב עדות באים לידי ביטוי ב ה קריטריונים אלה , ו משכך , התרשמות של היא כי גרסת ה מתלוננת מהימנה ו כי "" חוותה את ה אינטראקציות ה מיניות כפי ש היא מתארת את הם "" כאשר "" רוב "" חקירה של היא מסרה ב מלל חופשי ה מהווה קריטריון בסיסי ל קביעת מהימנות ה מתלוננת ( עמ' 17 שור' 9 לפרו' ) .",3,carmit,not annotated
1064426,יחידה,m07004039,"מ לשון ה סעיף עולה כי בית - ה משפט רשאי להסתמך על עדות יחידה של מתלוננת , ו בלבד ש יפרט מה הניע את הוא להסתפק ב עדות זו .",5,carmit,not annotated
829028,,SH-11-04-33622-55,"תשובה ישירה , חדה ו חודרת ; דברים כ דורבנות ש לא הותירו ב אני ספק כי עדות ה מתלוננת היא אמת לאמיתה , ו כי חוותה את ה דברים ו את ה אירוע ש על הוא סיפרה .",20,carmit,not annotated
482820,יחידה,k00501499p,"עפ""י ה הגנה ל עדות של היא ה יחידה של ה מתלוננת - אין כל ראיה של ממש או שמץ של ראיה ה תומך או מחזק את טענת ה מתלוננת כי בוצעו ב היא מעשי אינוס .",5,carmit,not annotated
133749,חלשה,ME-11-06-2965-391,"ל טענת ב""כ ה נאשם , כתב ה אישום ש הוגש נגד מ רשו מבוסס רובו הוא כ כולו הוא על עדות של היא של ה מתלוננת עצמה , ו כפי ש כבר עולה מ תיאור עדות של היא לעיל , עדות זו של ה מתלוננת חלשה במיוחד , רצופה שקרים , ו אינה ראויה ל ה משקל ה דרוש כדי להרשיע אדם ב פלילים .",1,carmit,not annotated
603495,מיניים,ME-18-12-64564-33,"בית ה משפט ה מחוזי זיכה את ה נאשם ו פסק : ליבת גרסה של היא של ה מתלוננת , ה מתארת את מעשה של הוא ה מיניים של ה נאשם כלפי היא - רצופה ב אותות אמת ו היא מהימנה ו אמינה .",9,carmit,not annotated
746549,מפלילה,m03001032-606,ענין נוסף ש מקשה על אימוץ גרסה של היא ה מפלילה של ה מתלוננת הוא משך ש הייתם ה משותפת של ה שניים ב דירת ה נאשם .,5,carmit,not annotated
1318795,שונות,SH-11-05-33811-130,"דבר של היא ה אמינים של ה מתלוננת , התנהגות של הוא ה מוזרה של ה נאשם מיד עם מעצר של הוא ו ה גרסאות ה שונות ו ה מאוחרות של הוא , מצביעות על כך כי הוא ה אדם ש אחז ב חזה של ה מתלוננת .",5,carmit,not annotated
121501,שונות,m01000232,"סתירה זו בין גרסאה של היא ה שונות של ה מתלוננת מצביעה על כך כי ה מתלוננת מנסה להציג בפני ב יהמ""ש מצג לפי הוא ה נאשמים כלל לא מצאו חן ב עין של היא מלכתחילה ו כי לא הייתה מעונינת ב כל מגע עם הם , אך מצג זה אינו מתיישב עם ה עובדה כי ה מתלוננת בילתה עם ה נאשמים ב שני מועדים שונים ו נפגשה עם הם ב ה פעם ה שניה ב פאב ה פונזי ב פגישה יזומה .",5,carmit,not annotated
968217,עקבית,m04001110,"ב עדות של היא , מסרה ה מתלוננת גרסה שלימה , עקבית ו ה גיונית של השתלשלות ה אירועים נשוא כתב ה אישום .",8,carmit,not annotated
