sentence_id,תיאור,title,sentence_text,query number,tagger,status,label,label2,start_ind,end_ind,mental_state,clean_sentence
637094,יותר מהימן,s97002328-10,"זאת ו עוד , חרף התרשמות של הוא ה חיובית של חוקר ה נוער מעדות של היא של ה ילד לפני הוא , עדות של היא של ה מתלוננת לפני , לא הותירה על אני רושם יותר מהימן מאשר הותירה על אני עדות של הוא של ה נאשם לפני .",9.0,dana,annotated,not relevant,,257.0,258.0,No,"זאת ועוד,חרף התרשמותו החיובית של חוקר הנוער מעדותה של הילד לפניו,עדותה של המתלוננת לפני, לא הותירה עלי רושם יותר מהימן מאשר הותירה עלי עדותו של הנאשם לפני"
1583972,טענה של הוא כאילו אין גירסה של היא של ה מתלוננת מהימנה,s015210,"ל טענה של הוא כאילו אין גירסה של היא של ה מתלוננת מהימנה משום ש לא הרימה קול צעקה , או משום ש לא התקשרה מיד ל ה משטרה לאו טענה היא ב נסיבות .",1.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,111.0,113.0,No,"14.	לטענתו כאילו אין גירסתה של המתלוננת מהימנה משום שלא הרימה קול צעקה, או משום שלא התקשרה מיד למשטרה לאו טענה היא בנסיבות"
859101,איננה אפשרית,m04001224-418,"גרסה של היא של ה מתלוננת ב כל ה נוגע ל הסרת ה מכנסיים איננה מתקבלת על ה דעת ו איננה אפשרית , ו ה השערה ש אם היתה ממציאה את דבר של היא , היתה טורחת להמציא סיטואציה פשוטה יותר , אינה יכולה לבוא תחת ה סיטואציה ה בלתי אפשרית ש תוארה ו אינה יכולה להוסיף ל דבר של היא של ה מתלוננת הגיון או נופך של אמת .",1.0,dana,annotated,"לא אמינה: נתפסת כנקמנית, חשש להעללה או האשמת שווא",,1298.0,1310.0,No,"גרסתה של המתלוננת בכל הנוגע להסרת המכנסיים איננה מתקבלת על הדעת ואיננה אפשרית, וההשערה שאם היתה ממציאה את דבריה, היתה טורחת להמציא סיטואציה פשוטה יותר, אינה יכולה לבוא תחת הסיטואציה הבלתי אפשרית שתוארה ואינה יכולה להוסיף לדבריה של המתלוננת הגיון או נופך של אמת"
12597,יחידה,ME-12-07-40109-11,""" מ לשון ה סעיף עולה כי בית - ה משפט רש'י להסתמך על עדות יחידה של מתלוננת , ו בלבד ש יפרט מה הניע את הוא להסתפק ב עדות זו .",5.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,974.0,975.0,No,"""מלשון הסעיף עולה כי בית-המשפט רש'י להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו"
687212,מפלילה,m03001032,ענין נוסף ש מקשה על אימוץ גרסה של היא ה מפלילה של ה מתלוננת הוא משך ש הייתם ה משותפת של ה שניים ב דירת ה נאשם .,5.0,dana,annotated,"לא אמינה: לא עקבית, הציגה סתירות",,86.0,97.0,No,ענין נוסף שמקשה על אימוץ גרסתה המפלילה של המתלוננת הוא משך שהייתם המשותפת של השניים בדירת הנאשם
1183363,אמין,SH-10-09-24576-950,"כאמור , הותירה ב אני ה מתלוננת רושם אמין ביותר , ו אין ל אני כל ספק כי אכן חוותה את ה אירועים ש תיארה על בשרה .",17.0,dana,annotated,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",,105.0,106.0,No,"כאמור, הותירה בי המתלוננת רושם אמין ביותר, ואין לי כל ספק כי אכן חוותה את האירועים שתיארה על בשרה"
63967,אמינה,s00011239-243,"מה גם , ש כאמור , עדות של היא ה אמינה של ה מתלוננת גם לגבי נגיעת ה נאשם ב עכוזה , די ב היא גם ל ענין זה .",5.0,dana,annotated,not relevant,,136.0,139.0,No,"מה גם, שכאמור, עדותה האמינה של המתלוננת גם לגבי נגיעת הנאשם בעכוזה, די בה גם לענין זה"
227729,בסיסית,SH-08-2974-556,"לפיכך , מ סקנתי היא ש על אף ש אני נוטה ליתן אמון ב גרסה של היא ה בסיסית של ה מתלוננת לפי היא ה נאשם אכן נישק את היא על ש פתיה ו ליטף את גב של היא , הרי ש לא שוכנעתי כי ניתן לקבוע את ה מסקנה ה אמורה מעבר ל ה ספק סביר .",5.0,dana,annotated,"עדות עם בעיות (אמינה אבל או אמינה אבל מעוררת תמיהות וספקות, אמינה אבל עדות יחידה לא מספקת) - אמינה אבל יש פגמים ולכן ההכרעה היא כנגד המתלוננ.ת",,159.0,160.0,No,"39.לפיכך, מסקנתי היא שעל אף שאני נוטה ליתן אמון בגרסתה הבסיסית של המתלוננת לפיה הנאשם אכן נישק אותה על שפתיה וליטף את גבה, הרי שלא שוכנעתי כי ניתן לקבוע את המסקנה האמורה מעבר לספק סביר"
500387,יחידה,SH-10-10-18706-362,"על מנת לקבוע מה משקל של הוא של מחדל ה חקירה של אי גביית הודעה / הודעות מ חבר של היא של ה מתלוננת ו האם יש ב הוא כדי להטות את ה כף לעבר זיכוי של הוא של ה נאשם מחמת ה ספק , כעתירת ב את כוח של הוא , אשוב על מ סקנותיי לגבי מהימנות גרסאות ה מתלוננת מ זה ו ה נאשם מ זה , כש אני מזהירה עצמי כי ראיות ה תביעה מבוססות על עדות של היא ה יחידה של ה מתלוננת .",5.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,129.0,130.0,No,"על מנת לקבוע מה משקלו של מחדל החקירה של אי גביית הודעה/הודעות מחבריה של המתלוננת והאם יש בו כדי להטות את הכף לעבר זיכויו של הנאשם מחמת הספק, כעתירת באת כוחו, אשוב על מסקנותיי לגבי מהימנות גרסאות המתלוננת  מזה והנאשם מזה, כשאני מזהירה עצמי כי ראיות התביעה מבוססות על עדותה היחידה של המתלוננת"
513104,מהימנה על אנחנו מ ה סיבות ש פורטו לעיל,ME-06-1036-45,"עדות ה נאשם עדות של היא של ה מתלוננת היתה מהימנה על אנחנו מ ה סיבות ש פורטו לעיל , ו אנו מעדיפים את היא על פני עדות ה נאשם , אשר לא הרשימה את אנחנו ב כנות של היא ו אמינות של היא , ו אנו מטילים ב היא ספק .",5.0,dana,annotated,אמינה בגלל שהנאשם לא אמין,,426.0,427.0,No,"עדותה של המתלוננת היתה מהימנה עלינו מהסיבות שפורטו לעיל, ואנו מעדיפים אותה על פני עדות הנאשם, אשר לא הרשימה אותנו בכנותה ואמינותה, ואנו מטילים בה ספק"
301722,אמינות,SH-10-11-13054-33,"ב אופן כללי , מצאתי את עדות של הן של כל ה מתלוננות אמינות .",1.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,893.0,894.0,No,[ההדגשות הוספו - מ
1327479,אמת,M-NoPub-ZB-8-238-L,"כ שני עמית של אני אף אני ראיתי ו שמעה של אני את עדות של הם של ה מתלוננת מחד ו של ה נאשם מאידך ו נוטה אני ל דעה של היא ש ל חכבל ה שופטת סוקולוב כי עדות ה מתלוננת עדות אמת היא , בעוד ש עדות ה נאשם הינה שקרית ו בלתי מתקבלת על ה דעת .",21.0,dana,annotated,אמינה בגלל שהנאשם לא אמין,,959.0,960.0,No,"כשני עמיתי אף אני ראיתי ושמעתי את עדויותיהם של המתלוננת מחד ושל הנאשם מאידך ונוטה אני לדעתה של כב' השופטת סוקולוב כי עדות המתלוננת עדות אמת היא, בעוד שעדות הנאשם הינה שקרית ובלתי מתקבלת על הדעת"
1137465,אחרת,s99001132-160,"זאת ו עוד , אם אמרה ה מתלוננת , ש עם בוא של הוא של ה נאשם פתחה היא קצת ה דלת ו נאמר ל הוא לחכות רגע , הרי ש מצי אנחנו כי ה מתלוננת סיפרה ל ניסים גירסה אחרת לפי היא מייד עם ה יכנסו של ה נאשם , החל להתעסק עם היא ( ראה עדות ניסים חנ/ 3 , עמ' 1 סיפא ו עמקצ2 רישא ) .",8.0,dana,annotated,not relevant,,170.0,171.0,No,"זאת ועוד, אם אמרה המתלוננת, שעם בואו של הנאשם פתחה היא קצת הדלת ונאמר לו לחכות רגע, הרי שמצינו כי המתלוננת סיפרה לניסים גירסה אחרת לפיה מייד עם היכנסו של הנאשם, החל להתעסק עימה (ראה עדות ניסים חנ/3, עמ' 1 סיפא ועמ' 2 רישא)"
932342970,,s99001132-160,,,dana,annotated,"לא אמינה: לא עקבית, הציגה סתירות",,169.0,170.0,No,אין גירסת המתלוננת מתיישבת עם הגיונם של הדברים
458272,טענה של הוא גרסת ה מתלונן ל אירוע זה שקרית,m07001116-174,ל טענה של הוא גרסת ה מתלונן ל אירוע זה שקרית .,3.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,340.0,346.0,No,לטענתו גרסת המתלונן לאירוע זה שקרית
702748,חיובי,SH-15-10-46643-55,"כפי ש ציינתי , ה מתלונן הותיר רושם חיובי מ ראשית עדות של הוא .",17.0,dana,not annotated,,,,,,"55.	כפי שציינתי, המתלונן הותיר רושם חיובי מראשית עדותו"
779031734,,SH-15-10-46643-55,,,dana,annotated,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",אמינה בגלל חיזוק חיצוני,248.0,249.0,No,"54.	רשימת סימני האמת והראיות התומכות בגרסתו של המתלונן הנה רשימה ארוכה וממשית, ומדובר בסימני אמת פנימיים, המצויים בגרסתו שלו, בעדותו, בפעולות חקירה הקשורות אליו ישירות כגון עימות עם הנאשם, וכן בראיות תומכות חיצוניות, בגרסאותיהם של עדי התביעה הנוספים, בתכתובות שלו עם הנאשם, ובסוף, גם בגרסתו ועדותו של הנאשם, אשר חוסר הכנות שבה סתמה סופית, ומעבר לנדרש, את הגולל על כל ספק קלוש באשמתו"
1673248,קטן,ME-12-08-3491-22,""" ה ריני סבור כי ב ה שאלה אם לקבל כ ה ראיה את חוות דעה של הוא ו עדות של הוא של חוקר ילדים , אודות מתלונן קטן ה מעיד ב משפט , מוטל על בית ה משפט להכריע תוך התחשבות ב מטרת ה גשתן של ה ראיות ו על רקע נסיבה של הוא ה עובדתיות של ה מקרה ה נתון .",4.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,954.0,955.0,No,"""הריני סבור כי בשאלה אם לקבל כראיה את חוות דעתו ועדותו של חוקר ילדים, אודות מתלונן קטן המעיד במשפט, מוטל על בית המשפט להכריע תוך התחשבות במטרת הגשתן של הראיות ועל רקע נסיבותיו העובדתיות של המקרה הנתון"
753799,אמינה,m03001164,חיזוקים ל עדות של היא ה אמינה של ה מתלוננת מצאתי ב ראיות ה נוספות ש הובאו ב פנין של הוא .,5.0,dana,annotated,not relevant,,1138.0,1139.0,No,"כך עֵדוּת חוקרת-הילדים, הגב' ענת משי-הראל, והתרשמותה מהמתלוננת - מהווים חיזוק של ממש לאמיתוּת הדברים שעליהם העידה המתלוננת"
1639835,מהימנה,ME-11-06-51536-78,"על כן : עדות של היא ה מהימנה של ה מתלוננת חוזקה איפוא ב עדות ה נאשם דלעיל היא , ל כל ה פחות כ ראשית הודייה .",5.0,dana,not annotated,,,,,,"על כן: עדותה המהימנה של המתלוננת חוזקה איפוא בעדות הנאשם דלעיל, לכל הפחות כראשית הודייה"
1943719,יחידה,ME-12-06-24991-111,"בנוסף חשוב להזכיר כי כיום ניתן לבסס הרשעה על עדות של הוא ה יחידה של מתלונן ב ה עבירות מין , גם מבלי ש נמצא חיזוק ו אפנה ב ענין זה ל פסק דין של הוא של ה שופט א' א' לוי :",5.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,375.0,376.0,No,"בנוסף חשוב להזכיר כי כיום ניתן לבסס הרשעה על עדותו היחידה של מתלונן בעבירות מין, גם מבלי שנמצא חיזוק ואפנה בענין זה לפסק דינו של השופט א' א' לוי:"
854392,אמין,ME-19-07-69765-55,"גם עדות של הוא של ה מתלונן ב פנין של הוא , הותירה רושם אמין .",9.0,dana,not annotated,,,,,,"גם עדותו של המתלונן בפנינו, הותירה רושם אמין"
434306602,,ME-19-07-69765-55,,,dana,annotated,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",,636.0,637.0,No,"ניכר כי הוא מאד הקפיד לדייק בתשובותיו, דאג לתקן את באי כוח הצדדים בנוגע להשתלשלות העניינים, ועמד על גרסתו למרות שאלות חוזרות ונשנות וחקירה נגדית ארוכה ולא פשוטה"
107143,אמת,ME-10-04-32059-862,"לעומת זאת סבורני , כי גרסה של היא של א' , ו לו ב מתכון של היא ה מצמצמת , היא גרסת אמת .",21.0,dana,annotated,not relevant,,761.0,766.0,No,"לעומת זאת סבורני, כי גרסתה של א', ולו במתכונתה המצמצמת, היא גרסת אמת"
652173,יחידה,s04002949-420,הייתי מגיעה ל אותה קביע של היא גם על פי עדות של היא ה יחידה של ה מתלוננת .,5.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,622.0,623.0,No,הייתי מגיעה לאותה קביעה גם על פי עדותה היחידה של המתלוננת
540733,מוקדמת,s05003256-194,"הסדר ה טיעון ב חלק של הוא ה ראשון , ייתר את שמיעת עדות של היא ה מוקדמת של ה מתלוננת ב ענין ה אישום ה ראשון , ו ב חלק של הוא ה שני - את שמיעת עדות ה מתלוננת ב נוגע ל אישום ה שני .",5.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,22.0,23.0,No,"הסדר הטיעון בחלקו הראשון, ייתר את שמיעת עדותה המוקדמת של המתלוננת בענין האישום הראשון, ובחלקו השני-  את שמיעת עדות המתלוננת בנוגע לאישום השני"
664005,"טענה של היא , עדות של היא של ה מתלוננת היתה עקבית",m07001017,"ל טענה של היא , עדות של היא של ה מתלוננת היתה עקבית ו מ הימנה , ו תאמה את ה גרסה ש מסרה ב ה משטרה , ו ב התבסס על היא יש לקבוע כי ה נאשם ביצע ב היא את ה מעשים ה מיניים ה מיוחסים ל הוא , מ אז היתה ה מתלוננת כ בת 13 , ו זאת ללא הסכמה של היא .",5.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,788.0,789.0,No,"לטענתה, עדותה של המתלוננת היתה עקבית ומהימנה, ותאמה את הגרסה שמסרה במשטרה, ובהתבסס עליה יש לקבוע כי הנאשם ביצע בה את המעשים המיניים המיוחסים לו, מאז היתה המתלוננת כבת 13, וזאת ללא הסכמתה"
103714,סותרות,m00000935-103,"ה מתלוננת מסרה ב ה משטרה ו ב עדות של היא ב בית ה משפט שתי גרסאות סותרות , ה אחת ה מפלילה את ה נאשם , ו ה אחרת - ש חוזרת ב היא מ גרסת ה הפללה .",8.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,458.0,459.0,No,"המתלוננת מסרה במשטרה ובעדותה בבית המשפט שתי גרסאות סותרות, האחת המפלילה את הנאשם, והאחרת - שחוזרת בה מגרסת ההפללה"
125369,מהימנות,ME-11-06-33989-11,"ל זה יש להוסיף , כי עדויות ה מתלוננות היו מהימנות ב עין של אני .",7.0,dana,not annotated,,,,,,"לזה יש להוסיף, כי עדויות המתלוננות היו מהימנות בעיני"
690084863,,ME-11-06-33989-11,,,dana,annotated,"אמינה: לא נתפסת כנקמנית, אין חשש להאשמת שווא או העללה על הנאשם",,1060.0,1061.0,No,"באם היה מדובר בעלילה, נכון בעיני כי המתלוננות היו מתארות את המעשים באופן חמור יותר (ובמיוחד מ"
48335,שונות,s02005082-239,"ב""כ ה נאשם ב ה סיכומיה טוענת כי מ חומר ה ראיות עולה כי ה מתלוננת מסרה גירסאות שונות ב פרטים עובדתיים מהותיים רבים .",8.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,251.0,252.0,No,"ב""כ הנאשם בסיכומיה טוענת כי מחומר הראיות עולה כי המתלוננת מסרה גירסאות שונות בפרטים עובדתיים מהותיים רבים"
446873,מנוגדות,m05000838-507,מ כאן ו אילך קיימות גירסאות מנוגדות של ה מתלוננת ו של ה נאשם ל ה אשר אירע ב חדר ה טיפולים .,5.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,47.0,49.0,No,מכאן ואילך קיימות גירסאות מנוגדות של המתלוננת ושל הנאשם לאשר אירע בחדר הטיפולים
213601,חיובי,s04004944-197,"אין ספק כי ה מתלוננת , אשר הותירה ב עין של אני רושם חיובי , נלחצה מ ה מעמד , ה מקום , ה מסתוריות ה שקט ו ה מתח ש שרר ב ה מקום .",17.0,dana,annotated,"עדות עם בעיות (אמינה אבל או אמינה אבל מעוררת תמיהות וספקות, אמינה אבל עדות יחידה לא מספקת) - אמינה אבל יש פגמים ולכן ההכרעה היא כנגד המתלוננ.ת",,301.0,307.0,Yes,"אין ספק כי המתלוננת, אשר הותירה בעיני רושם חיובי, נלחצה מהמעמד, המקום, המסתוריות השקט והמתח ששרר במקום"
484089,ראשוני,SH-13-02-47-54,"נקודת ה מוצא הינה כי אין ב ה חומר ה ראיות הקלטה של ה דיווח ש נמסר ב ה גל ה קשר ל ניידות ה סיור , לאחר ש ה מתלוננת מסרה תיאור ראשוני של מבצע ה עבירות ל ה שוטר בן - נתן ב סמוך לאחר ה אירוע .",8.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,241.0,242.0,No,"22.	נקודת המוצא הינה כי אין בחומר הראיות הקלטה של הדיווח שנמסר בגל הקשר לניידות הסיור, לאחר שהמתלוננת מסרה תיאור ראשוני של מבצע העבירות לשוטר בן-נתן בסמוך לאחר האירוע"
466417,מהימנה על אני,m00000232-320,כאמור עדות של היא של ה מתלוננת היתה מהימנה על אני .,5.0,dana,annotated,not relevant,,317.0,318.0,No,28.	כאמור עדותה של המתלוננת היתה מהימנה עלי
714571555,,m00000232-320,,,dana,annotated,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",,318.0,319.0,No,בפרטיה החשובים היא עקבית וקוהרנטית
102346,אינה מהימנה,ME-08-1047-463,"אומר כבר עתה ו מיד , כי מ כל ה סיבות ו הטעמים ש יפורטו ל הלן , מצאתי כי גרסת ה מתלוננת אינה מהימנה דיה ו אין ב היא לבדה ו אף לא ביחד עם יתר ה ראיות כדי להוכיח אשמה של הוא של ה נאשם מעבר ל כל ספק סביר , כ נדרש לשם הרשעה ב פלילים .",3.0,dana,annotated,not relevant,,62.0,63.0,No,"אומר כבר עתה ומיד, כי מכל הסיבות והטעמים שיפורטו להלן, מצאתי כי גרסת המתלוננת אינה מהימנה דיה ואין בה לבדה ואף לא ביחד עם יתר הראיות כדי להוכיח אשמתו של הנאשם מעבר לכל ספק סביר, כנדרש לשם הרשעה בפלילים"
641276482,,ME-08-1047-463,,,dana,annotated,"לא אמינה: לא עקבית, הציגה סתירות",,63.0,64.0,No,"כפי שאראה להלן, גרסתה של המתלוננת לוקה בחוסר סבירות ואינה נהנית מהגיון פנימי"
208705694,,ME-08-1047-463,,,dana,annotated,"לא אמינה: לא עקבית, הציגה סתירות",,64.0,65.0,No,ועדותה שניכרו בה גוזמאות וחצאי אמיתות אינה מתיישבת עם הודעותיה הקודמות ואף לא עם ראיות חיצוניות
289619,אמינה,SH-08-1069-752,"אינני נותן אמון ב עדות של הוא ה מגמתית של ה נאשם , ו יש להעדיף , ב אופן ברור את עדות של היא ה אמינה ו ה עקבית של ה מתלוננת .",5.0,dana,annotated,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",אמינה בגלל שהנאשם לא אמין,173.0,174.0,No,"אינני נותן אמון בעדותו המגמתית של הנאשם, ויש להעדיף, באופן ברור את עדותה האמינה והעקבית של המתלוננת"
906519,אמין,ME-11-02-34952-76,ה מתלוננת עשתה על אני רושם אמין .,17.0,dana,annotated,not relevant,,311.0,312.0,No,המתלוננת עשתה עלי רושם אמין
654667098,,ME-11-02-34952-76,,,dana,annotated,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",,312.0,313.0,No,תאורה אודות התקיפה שעברה ואודת הנסיבות היה עקבי והוא מקובל אף על הנאשם
891808,אחרות,s05001930-158,גם עדות זו שונה ב תכלית מגירסה של היא של מתלוננת 2 ו מכל ה גירסאות ה אחרות .,5.0,dana,annotated,"לא רלוונטי- עמדת הצדדים בנוגע להערכת המהימנות, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכת מהימנות כלל",,172.0,173.0,No,גם עדות זו שונה בתכלית מגירסתה של מתלוננת 2 ומכל הגירסאות האחרות
