sentence_id,title,query number,clean_sentence,status,tagger,label,label2,start_ind,end_ind,query_number
667053,m04000750-705,7.0," גרסת המתלוננת לפיה הנאשם חדר לביתה באישון לילה מבעד לחלון, והתרחשות האירועים עליהם העידה, מקובלת עליי כתיאור נכון ותואם למציאות",annotated,כרמית,רושם אמין של המתלוננת :לא נקמנית. לא בדתה או המציאה ( מיתוסי אונס ברקע),,460.0,464.0,
476383054,m04000750-705,,"אכן, כדברי חברי, סגן הנשיא, השופט צ' סגל, עדותה של המתלוננת הייתה רווית סתירות, פנימיות וחיצוניות כאחד, דבריה היו מבולבלים וחסרי סדר פנימי, ולעיתים הכחישה את שאמרה",not annotated,כרמית,,,,,
585434,4787475,1.0," הגירסה של המתלוננת קוהרנטית, הגיונית, עקבית ומשתלבת היטב עם עדויות וראיות למכביר",annotated,כרמית,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,120.0,122.0,
805340857,4787475,,"מדובר בבחורה צעירה, נאיבית משהו, חכמה, שלא נכשלה בלשונה, דייקה ודקדקה בפרטים ועמדה בצורה עקבית ונחרצת על גירסתה, בלי להפריז ובלי להגזים",annotated,כרמית,רושם אמין של המתלוננת :לא נקמנית. לא בדתה או המציאה ( מיתוסי אונס ברקע),,120.0,121.0,
305057,ME-08-1157-524,12.0,"מכל מקום, וזה החשוב, מצפייה בחקירה המתועדת אין לי ספק, כי גרסתה המפלילה של המתלוננת כפי שנמסרה משקפת בצורה נכונה את מה שארע במציאות בינה לבין הנאשם",annotated,כרמית,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,340.0,343.0,
305210,ME-08-1157-524,5.0," עפ""י  לפקודה – אם ההרשעה היא על סמך עדותה היחידה של המתלוננת – ""בית המשפט יפרט בהכרעת הדין מה הניע אותו להסתפק בעדות זו",annotated,כרמית,not relevant,,462.0,468.0,
108031,SH-09-5632-185,5.0,עדותה המהימנה של המתלוננת,annotated,כרמית,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,122.0,127.0,
153809337,SH-09-5632-185,,"התיאור שמסרה המתלוננת היה ברור, נחרץ, הגיוני, ונראה כי זכרון חלקו המיני של האירוע נצרב היטב בזכרונה",annotated,כרמית,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,124.0,125.0,
210860,k26398p,3.0,"מסקנת ביניים: לאור המובא לעיל, ומשמצאתי כי גירסת  המתלוננת אמינה, ומשראיתי כי מצבה הנפשי, אף אם באיחור, היה הבעה כנה של מצוקה וטראומה שבה שרויה המתלוננת כתוצאה מהחוויות הקשות שחוותה עם הנאשם, הגעתי למסקנה כי התביעה הצליחה להוכיח מעל לספק סביר, כי הנאשם עבר את עבירות המין והאיומים שמיוחסות לו בכתב האישום",annotated,כרמית,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,-2.0,-1.0,
306932246,k26398p,,בנוסף לאמור מצאתי חיזוקים נוספים לגירסתה של המתלוננת,annotated,כרמית,אמינה בגלל חיזוקים חיצוניים,,278.0,279.0,
336195,ME-09-09-9012-283,5.0,"בהיות עדות המתלוננת עדות יחידה, כרסום זה מתווסף לתהיות שעלו בעדותה לגבי נ/5, ואלה הביאו אותי למסקנה שלא ניתן לבסס ממצאים מרשיעים על יסוד עדותה היחידה של המתלוננת לגבי העבירות המיוחסות לנאשם 2",annotated,כרמית,לא אמינה כי לא עקבית/ לא אחידה. + הסבר,,571.0,572.0,
285787,m00925,5.0,"סיכומו של דבר, לא רק שבעדות השנייה והשלישית של המתלוננת לא היה כדי לערער את מהימנות גירסתה בעדותה הראשונה והמקורית – שעליה, בין היתר, מבוססת הכרעת דין זו – אלא היה בהן, אף כדי להוסיף יתר נופך ויתר חיזוק, בכל הקשור למהימנות גירסתה המקורית של המתלוננת",annotated,כרמית,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,485.0,486.0,
48380,SH-13-08-24175-34,5.0,"מכל האמור כאשר מציבה אני את עדותה החד משמעית והמהימנה של המתלוננת אל מול עדות הנאשם – המגלמת גרסה מופרכת ונעדרת כל הסבר ומניע אפשרי מצד המתלוננת לטפול כנגדו תלונה כוזבת, המסקנה היא שיש לבכרה על פניה",annotated,כרמית, רושם אמין של המתלוננת לעומת הנאשם,,120.0,121.0,
484349,ME-09-1143-989,7.0," כפי שציינה חוקרת הילדים, עדות הילדה הייתה עקבית, מדוייקת, קוהרנטית ומפורטת",annotated,כרמית,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,588.0,592.0,
369303,SH-13-02-47-54,15.0, כבר עמדתי על כך שהמתלוננת הינה עדה אמינה בעיניי,annotated,כרמית,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,410.0,470.0,
244175,s011805,1.0," למרות זאת, עדותה של המתלוננת הייתה עקבית ולא התגלו בה סתירות",annotated,כרמית,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,262.0,265.0,
648679,ME-09-650-116,9.0," לאחר עיון בתמלילי חקירתו של המתלונן א' , וצפייה בדיסק המתעד את החקירה , הותירה בי עדותו של מתלונן א' רושם חיובי",annotated,כרמית,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,369.0,417.0,
203483,ME-15-07-28768-44,1.0, גרסתה של המתלוננת בעניין זה לא היתה ברורה,annotated,כרמית,לא אמינה כי לא עקבית/ לא אחידה. + הסבר,,1304.0,1305.0,
447604717,ME-15-07-28768-44,,מדובר בעדה לא אובייקטיבית ואין באפשרותי לקבוע ממצאים אך על פי גרסתה,not annotated,כרמית,,,,,
73702,SH-15-06-23701-11,5.0," חלו לאורך זמן התפתחויות בגרסתה העובדתית של המתלוננת, ובהעדר כל ראיה מפלילה נוספת, די בכך על מנת לקבוע כי מתעוררות ספקות אשר אינן מאפשרות ביסוס ממצא וודאי על גרסתה הנוכחית",annotated,כרמית,לא אמינה כי לא עקבית/ לא אחידה. + הסבר,,17.0,18.0,
707534,ME-10-09-31383-790,3.0," עדות המתלוננת הייתה סדורה, והמתלוננת לא התבלבלה אף שסיפרה על אירוע בן שלבים אחדים",annotated,כרמית,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,517.0,524.0,
368231,m08000502-117,5.0,"קל וחומר, שאין לבסס הרשעה פלילית על פי עדותה הנ""ל של המתלוננת, שכן, ראינו, כי במשפט העברי הפלילי, רף הראיות הוא גבוה במיוחד",annotated,כרמית,לא אמינה כי לא עקבית/ לא אחידה. + הסבר,,862.0,864.0,
320278808,m08000502-117,,"73.	לפיכך, גם לפי המבחנים שבמשפט העברי, אין להאמין למתלוננת, גם אם היה מדובר במשפט אזרחי",annotated,כרמית,לא אמינה כי לא עקבית/ לא אחידה. + הסבר,,862.0,863.0,
343108,ME-10-07-44791-817,3.0,"גרסת המתלוננת הייתה אמינה, וניתן היה להתרשם מתמימותה, חרף גילה הבוגר",annotated,כרמית,אמינה בגלל חיזוקים חיצוניים,,633.0,634.0,
239327323,ME-10-07-44791-817,,"לעדותה של המתלוננת קיימת תמיכה בעדותה של האם, מרים, ובהודעת האב, ת/4, המתארות את מצבה הנפשי הקשה; בקשת הנאשם שלא תפנה למשטרה ולא תהרוס את חייו, תוך שאישר את המעשים שיוחסו לו; השינויים שחלו בהתנהגותה של המתלוננת לאחר האירוע; עדותה של מרים עוזיאל לגבי השיחות שקיימה עם המתלוננת בתכוף לאירוע המיני",annotated,כרמית,אמינה בגלל חיזוקים חיצוניים, רושם אמין של המתלוננת לעומת הנאשם,641.0,645.0,
304874,ME-08-1157-524,5.0, העדה טענה שאילו היה מצב כזה היא וודאי היתה כותבת על כך מזכר וגובה עדות נוספת מהמתלוננת,annotated,כרמית,not relevant,,174.0,175.0,
105700,ME-15-03-14854-33,5.0," חלק מהעדויות על המעשים הן עדויות יחידות של המתלוננות, ועל כן קיימת חשיבות רבה לקבוע את מהימנות העדים",annotated,כרמית,not relevant,,1042.0,1045.0,
404466,m06003027-239,14.0,"מטבע הדברים אין עדים למעשים המיוחסים לנאשם, עדותה של המתלוננת הינה עדות יחידה למעשים אשר נעשו על פי הנטען לפני כ- 5-4 שנים ונמשכו כ-5 חודשים",annotated,כרמית,לא אמינה כי לא עקבית/ לא אחידה. + הסבר,,552.0,553.0,
977739027,m06003027-239,,"אני סבור כי, קיים קושי של ממש לקבל את גירסת המתלוננת כמות שהיא, כבסיס להרשעת הנאשם, ובנסיבות העניין נראה לי כי אין מנוס, לאחר בחינת הראיות שבאו בפנינו בזהירות ובקפידה רבה, מלזכות את הנאשם",annotated,כרמית,לא אמינה כי לא עקבית/ לא אחידה. + הסבר,,562.0,563.0,
316568,m011118,5.0, ויתרה מזו: רוסלן תומך  באמרתו  בגרסתה הכוללת של המתלוננת,annotated,כרמית,not relevant,,365.0,366.0,
257350,SH-09-12-25181-569,5.0,"לא מצאתי כי יש בנקודה זו לכשעצמה, במכלול העדות הארוכה והמפורטת של המתלוננת, אשר כללה פרטים רבים ביותר אודות חלקי אירועים, כדי לפגום במהימנותה של העדות",annotated,כרמית,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,443.0,444.0,
768639,s993897,7.0," באשר לאירוע במקלחת, מעידה החוקרת וקובעת בגיליון הערכת מהימנות  מיום 28/10/99 , שעדות הילדה מהימנה",annotated,כרמית,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,65.0,66.0,
141748,ME-13-07-36795-33,17.0,"אקדים ואומר כי המתלוננות עשו עליי רושם מהימן בעת מתן העדות במהלך שמיעת הראיות, כשהעידו את שאירע בין כותלי הבית, חרף הקושי העצום שניכר עליהן במתן העדות, שאי אפשר שלא להיווכח בו",annotated,כרמית,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,335.0,340.0,
196251,SH-11-04-25817-156,3.0, עדות המתלוננת הייתה נקייה מסימני רצון לפגוע בנאשם או לנקום בו,annotated,כרמית,רושם אמין של המתלוננת :לא נקמנית. לא בדתה או המציאה ( מיתוסי אונס ברקע),,252.0,254.0,
626828,ME-10-01-24354-12,5.0," גם בעדותה הנוספת של המתלוננת בביהמ""ש  מסרה כי על האינוס סיפרה בפעם הראשונה בחייה במשטרה",annotated,כרמית,not relevant,,163.0,164.0,
633015,s001440,1.0, ניתנת האמת להיאמר – גירסתה של המתלוננת בענין זה היא מבולבלת ולא אחידה,annotated,כרמית,לא אמינה כי לא עקבית/ לא אחידה. + הסבר,,84.0,85.0,
48382,SH-13-08-24175-34,9.0,"עדותה של המתלוננת יוצרת לטעמי תמונה ברורה וחד משמעית שאינה מותירה מקום לספק בדבר מעשיו של הנאשם במקום, כאשר אין בתשובותיו ובהסבריו כדי להתמודד עמה בהצלחה",annotated,כרמית, רושם אמין של המתלוננת לעומת הנאשם,,121.0,122.0,
149010,ME-08-1005-44,5.0,"מנגד- גרסתה העקבית של המתלוננת בהודעותיה במשטרה כמו גם בעדותה בבית המשפט היא, כי מעשה הבעילה בוצע שלא בהסכמתה החופשית, התאפיין ב""קיפאון"" מצידה ובאגרסיביות ובהחזקה כוחנית מצד הנאשם",annotated,כרמית,not relevant,,233.0,235.0,
467504,m995167,5.0,"אין סיבה שלא לראות במקרה דנן עדות אחת מהימנת של ילדה על מה שביצע בה המשיב, ראיה נסיבתית המסייעת לעדות האחרת",annotated,כרמית,אמינה בגלל חיזוקים חיצוניים,,1118.0,1119.0,
630889,ME-12-09-42383-690,7.0," כפי שכבר צוין, ניתן לומר כי גרסת המתלוננת וגרסת הנאשם הינן זהות כמעט לחלוטין ביחס למרבית הפרטים ולסיפור המסגרת, ובכלל זאת ביחס להשתלשלות הבדיקה , לתנוחות בהן ישבה המתלוננת, ואף לבדיקת החזה באמצעות הסטטוסקופ",annotated,כרמית,"""אמינה אבל""- העדה אמינה אבל אי אפשר להרשיע. מגוון סיבות (הרבה פעמים עדות יחידה)",,269.0,272.0,
114006,m07001017,1.0," לטענתה, עדותה של המתלוננת היתה עקבית ומהימנה, ותאמה את הגרסה שמסרה במשטרה, ובהתבסס עליה יש לקבוע כי הנאשם ביצע בה את המעשים המיניים המיוחסים לו, מאז היתה המתלוננת כבת 13, וזאת ללא הסכמתה",not annotated,כרמית,,,,,
310813,ME-11-06-2577-640,5.0," העובדות הנוגעות ללבישת  הגרביונים באותו אירוע נותרו עמומות, כאשר הוצגו בפנינו גרסאות סותרות בנושא, חלקן מפי המתלוננת",not annotated,כרמית,,,,,
692981,m01000232,1.0,"אין זה הגיוני כי חברתה של המתלוננת תשקר בעדותה וסביר להניח כי לו אכן גרסתה של המתלוננת הייתה אמיתית, חברתה הייתה תומכת בגרסתה ומעידה על הדברים כפי שהתרחשו באמת",not annotated,כרמית,,,,,
50563,SH-19-04-58417-55,3.0," נפסק, כי גרסת המתלוננת הייתה בעייתית ותמוהה ולא נתמכה בראיות, כך שאי אפשר לבסס עליה הרשעה פלילית",not annotated,כרמית,,,,,
566837,me-09-02-142920,7.0,"שנית, גרסת המתלוננת ברורה וכוללת הסברים מתקבלים על הדעת להתנהלותה",not annotated,כרמית,,,,,
630816,ME-12-09-42383-690,7.0,"יש לציין כי גרסת המתלוננת בעניין זה לא היתה שונה מהגרסה שמסרה בעת חקירתה על ידי חוקרת הילדים, יום לאחר האירוע ",not annotated,כרמית,,,,,
62848,m003027a,5.0," לטענת המאשימה, אין במצב שנוצר לאחר עדותה האחרונה של המתלוננת יותר מראיה נוספת לאותם לחצים שבהם היא נתונה, ויש לראות בלחצים אלה חיזוק לגירסתה",not annotated,כרמית,,,,,
831890,ME-09-06-20584-1,7.0,לאחר מכן תשאל השאלה האם אמינה גרסת המתלוננת והאם אכן בוצעו בה עבירות מין קשות,not annotated,כרמית,,,,,
572582,ME-14-10-21304-44,8.0, המתלוננת מסרה בבית המשפט עדות סדורה שנמסרה באופן מעורר אמון,not annotated,כרמית,,,,,
714954,M-NoPub-ZB-8-238-L,5.0,"24צפיתי בעיון בעדותה הארוכה של המתלוננת כפי שהוקלטה במערכת הוידאו של בית המשפט, וצר לי לומר, כי אין זו העדה שיכולה לשכנע אותי מעבר לכל ספק, באמיתות סיפורה ובכנות דבריה",not annotated,כרמית,,,,,
267846,SH-10-11-40131-730,15.0," גם לאחר שנתתי דעתי לעובדה כי המתלוננת הינה עדה יחידה, הגעתי לידי מסקנה כי ניתן לסמוך על דבריה ולקבוע ממצאים מרשיעים על פיהם",not annotated,כרמית,,,,,
238648,SH-15-10-46643-55,12.0," גם עדותו המהיימנה של המתלונן לגבי שני ה""סשנים"", נתמכת בהתכתבויות",not annotated,כרמית,,,,,
115676,ME-11-07-21438-1,7.0,מהימנות עדות המתלוננת ועדויות י,not annotated,כרמית,,,,,
518167,m011068a,5.0,  קיומה של טראומה זו גלוי לעין והוא מווה חיזוק לגרסתן הכוללת של המתלוננות,not annotated,כרמית,,,,,
478579,s01005977-254,3.0,"מכיוון שעסקינן במשפט פלילי, אין די בכך שעדות המתלוננות תהינה סבירות יותר מעדות הנאשם, פער עדויות כזה מספיק להכרעה במשפט האזרחי, לשם עמידה בנטל המאזן ההסתברויות, לא כן בדין הפלילי המחייב הכרעה מעבר לכל ספק סביר",not annotated,כרמית,,,,,
852029,SH-08-9929-69,5.0,  ההימנעות מלהתייחס לכך גורמת להחלשה ניכרת במשקל שניתן לתת לעדותה הכבושה של המתלוננת,not annotated,כרמית,,,,,
141746,ME-13-07-36795-33,12.0,"באלה הנתונים, אפנה לבחון את הראיות שהוגשו במהלך שמיעת הראיות, לגופן, לאחר קביעתי כי העדות הנוספת של המתלוננות אין בה, הלכה למעשה, כל חזרה מהעדות שניתנה ע""י המתלוננות במהלך שמיעת הראיות",not annotated,כרמית,,,,,
727057,ME-12-08-3491-22,4.0,"""הריני סבור כי בשאלה אם לקבל כראיה את חוות דעתו ועדותו של חוקר ילדים, אודות מתלונן קטן המעיד במשפט, מוטל על בית המשפט להכריע תוך התחשבות במטרת הגשתן של הראיות ועל רקע נסיבותיו העובדתיות של המקרה הנתון",not annotated,כרמית,,,,,
780953,k00501499p,1.0,"טענות ההגנה : לטענת הסניגור, עדותה של המתלוננת אליה הוא מתייחס באריכות ובפירוט יתר, היא שקרית ואינה אמינה",not annotated,כרמית,,,,,
378365,s05003056-317,7.0," משקבעתי כי גרסת המתלוננת אמינה עלי, דומני כי לא יכולה להיות מחלוקת שאמירותיו של הנאשם, נכנסות בגדרה של ההטרדה המינית, כהגדרתה בחוק",not annotated,כרמית,,,,,
613898,ME-09-1132-667,5.0,"ב  292) נקבעה לראשונה ההלכה, ולפיה אין סיבה שלא לראות בעדות מהימנה של ילדה, שנמסרה בפני חוקרת ילדים, ראיה נסיבתית המסייעת לעדות מהימנה אחרת של ילדה, שאף היא נמסרה בפני חוקרת ילדים",not annotated,כרמית,,,,,
330375,ME-09-12-23471-1,15.0,"באופן טבעי אירוע מסוג זה שמטרתו כגרסת הנאשם היתה לקיים יחסי מין עם המתלוננת, נערך כשהוא נסתר מעיני כל והמתלוננת הינה עדה יחידה לפגיעה המינית שנעשתה בה לטענתה",not annotated,כרמית,,,,,
672454,ME-10-07-35429-3,17.0,"אקדים מאוחר למוקדם ואציין כי המתלוננת בעדותה לפנינו עשתה רושם אמין, היא היתה נחושה ומשכנעת בתשובותיה והנני נותן אמון מלא בעדותה",not annotated,כרמית,,,,,
411094,ME-20-01-13777-33,5.0,"""גרסתה הבסיסית של המתלוננת לא השתנתה לאורך ההליך, אך נוספו לה שני פרטים מהותיים שלא נמסרו במשטרה",not annotated,כרמית,,,,,
670450,ME-10-06-32318-4,5.0," הנאשם מסר גרסה תמימה, לפיה במהלך המפגש, המתלוננת והוא שוחחו, שיחקו עם חתוליו ועם מכשיר ה""אייפון"" שלו",not annotated,כרמית,,,,,
117945,m05001044-529,1.0,"עדויותיהן של המתלוננות היו ענייניות, ללא סתירות משמעותיות",not annotated,כרמית,,,,,
394786,M-NoPub-ZC-1-046-L,7.0,"24במקרה זה, עדות הילדה מהימנה ומשכנעת",not annotated,כרמית,,,,,
123436,SH-14-08-42139-726,8.0, המתלוננת העידה עדות ברורה ורציפה ונראה כי השתדלה לתאר את האירוע שחוותה כהווייתו,not annotated,כרמית,,,,,
428202,m07001116-174,12.0,"כב' השופט רענן בן-יוסף כדעת האב""ד, אף דעתי היא שעדותו היחידה של המתלונן, שנכבשה חמש שנים מבלי שניתן לכך הסבר משכנע, ומבלי שגירסתו תזכה לתמיכה מספקת בעדויות עדי תביעה אשר הועדו במטרה לספק תמיכה זאת - אינה מהווה בסיס איתן מספיק להרשעת הנאשם מעבר לכל ספק סביר, ולכן זיכויו בדין הוא בלתי-נמנע",not annotated,כרמית,,,,,
525555,m03001069,5.0," לעומת גירסתה הברורה והאֲמִינָה של המתלוננת, והתוספות הרְאָיָיתִיוֹת המאמתות וּמעבּוֹת אותה, גירסתו של הנאשם איננה אֲמִינָה ואינה משכנעת כְּלָל ועיקר",not annotated,כרמית,,,,,
193904,ME-12-01-40609-11,5.0,"בפגישה השנייה, בה נכח, הציע, לנוכח הגרסאות הסותרות בין המתלוננת לבין הנאשם- לפנות לבירור מקצועי",not annotated,כרמית,,,,,
6178,ME-16-11-9004-33,1.0," עדותה של המתלוננת אמינה כפליים, משכנעת ארבעתיים ומסתברת שבעתיים",not annotated,כרמית,,,,,
642411,s04004265-324,8.0,"המתלוננת אומנם מסרה בבית המשפט עדות מעט מבולבלת, תוך שהיא  קופצת מעניין לעניין ומנושא לנושא, ועם זאת, מתוך מכלול דבריה, התקבלה תמונה ברורה לגבי נסיבות האירוע ומעשיו של הנאשם, תמונה, שעלתה בקנה אחד עם הגרסה שמסרה במשטרה",not annotated,כרמית,,,,,
275170,s013125a,17.0," המתלוננת השאירה רושם אמין, רושם של אישה פתוחה מאוד ועם זאת אישה חזקה, אישה שאיננה נרתעת ממשימות קשות ומהתמודדות עם קשיים",not annotated,כרמית,,,,,
45958,ME-11-10-25753-846,3.0," גרסת המתלונן כמובן שונה, ולפיה שניהם שכבו על המיטה בו זמנית, והנאשם ביצע בגופו מעשים מיניים כפויים",not annotated,כרמית,,,,,
755054,m07004030,5.0," מעבר למה שנכתב לעיל, אוסיף ואנמק מדוע מצאתי לסמוך על עדותה היחידה של המתלוננת, לעניין האירוע בגינו מואשם הנאשם ולקבל את גרסתה לגבי מה שביצע בה הנאשם; כמו כן אתייחס לטענות שונות שהעלו הסנגוריות לעניין אמינותה",not annotated,כרמית,,,,,
813900,ME-12-07-40109-11,5.0,"הבאתן של ראיות חיזוק אינה נעוצה בחובה כלשהי שהמחוקק הטיל על בית המשפט שכן, כידוע, בוטלה דרישת הסיוע לעדות יחידה של קורבן עבירות מין שנדרשה בעבר, וכיום, בהתאם  ל, יש צורך ב""הנמקה מיוחדת"" לביסוס הרשעה על-פי עדותה היחידה של מתלוננת",not annotated,כרמית,,,,,
360509,m984143,3.0,בת/ 6 פרטה חוקרת הנוער את הסיבות אשר הביאו אותה לכלל מסקנה כי עדות המתלוננת מהימנה  וכי יש ליתן אמון מלא בגירסתה,not annotated,כרמית,,,,,
797483,s03002629-14,5.0," מחד, עדותה המפלילה של המתלוננת, על בסיסה עותרת התביעה לסמוך הרשעת הנאשם, ומנגד, עדותו המכחישה של הנאשם, המבקש לא להעניק לעדותה כל אמון, או למצער לקבוע שאין בה כדי לשמש מסד, מעבר לכל ספק, להרשעה בפלילים",not annotated,כרמית,,,,,
257302,SH-09-12-25181-569,14.0,"עינינו הרואות, איפוא, כי עדותה של המתלוננת היא העדות העיקרית בתיק זה, כאשר עדותה של האם שהיא העדות היחידה הנוספת, תומכת בה בנקודות מסויימות בלבד, כפי שיפורט להלן",not annotated,כרמית,,,,,
781129,k00501499p,12.0,"עדותה הברורה של המתלוננת המפרטת את אירועי אותו בוקר מצביעה בבירור על היות הנאשם האיש שפרץ לביתה, תקף אותה וחבל בה וביהמ""ש קובע חד משמעית כי הנאשם הוא אדם אלים שפגיעתו רעה",not annotated,כרמית,,,,,
539599,SH-08-07-10806-898,7.0," בסופו של דבר, לאחר שבחנתי את העדויות בתיק, אני קובע כי עדות המתלוננת מהימנה וגרסתה שקולה והגיונית",not annotated,כרמית,,,,,
465169,SH-07-4824-71,5.0," הערכת מהימנות וקביעת ממצאי עובדה כבר עתה אומר כי לאחר שהאזנתי לדברי העדים ובחנתי את עדותם בפני, אני מעדיף ללא היסוס את גירסת המתלוננת לאירועים ודוחה לחלוטין את גירסת הנאשם, וזאת לאחר שהזהרתי עצמי כמתחייב מהוראת  ל כי המדובר בהכרעה על בסיס עדות יחידה של מתלוננת בעבירת מין",not annotated,כרמית,,,,,
524777,m03001069,5.0,"לא למותר לציין כי גירסתו זו של הנאשם עומדת בסתירה גמורה לגירסתה המהימנה של המתלוננת, שטענה, כפי שהוזכר כבר לעיל, כי הנאשם שוחח עם שותפוֹ, שהסיע אותה לאותו מקום",not annotated,כרמית,,,,,
532858,ME-15-10-1855-55,2.0,"בעטיין של עבירות מין, נקבע לא פעם כי אין מקום לדרוש כי עדות המתלוננת תהיה סדורה, עקבית, חפה מכל אי דיוק, על מנת שיינתן בה אמון",not annotated,כרמית,,,,,
786892,ME-13-05-3045-11,5.0,"מלשון הסעיף עולה כי בית-המשפט רשאי להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו",not annotated,כרמית,,,,,
664306,ME-11-06-51536-78,1.0,"למרות כל אלה, עדותה של המתלוננת הייתה ברורה, עקבית במהותה, אותנטית והגיונית",not annotated,כרמית,,,,,
305078,ME-08-1157-524,3.0,עדות המתלוננת בבית המשפט היתה מאד אמוציונאלית ובשלב מסוים בית המשפט נאלץ להפסיק את הדיון,not annotated,כרמית,,,,,
431804,ME-08-1047-463,12.0," גם כאן, גרסתה הראשונית של המתלוננת מסתברת יותר ומתיישבת עם יתר הראיות ועם התמונה הכללית כפי שזו משתקפת מהעובדות המוסכמות ומתיאורי הרקע בעדותה שלה",not annotated,כרמית,,,,,
