sentence_id,title,query number,clean_sentence,status,tagger,label,label2,start_ind,end_ind,query_number
285787,m00925,5.0,"סיכומו של דבר, לא רק שבעדות השנייה והשלישית של המתלוננת לא היה כדי לערער את מהימנות גירסתה בעדותה הראשונה והמקורית – שעליה, בין היתר, מבוססת הכרעת דין זו – אלא היה בהן, אף כדי להוסיף יתר נופך ויתר חיזוק, בכל הקשור למהימנות גירסתה המקורית של המתלוננת",annotated,מיה,אמינה בגלל חיזוקים חיצוניים,,485.0,486.0,
48380,SH-13-08-24175-34,5.0,"מכל האמור כאשר מציבה אני את עדותה החד משמעית והמהימנה של המתלוננת אל מול עדות הנאשם – המגלמת גרסה מופרכת ונעדרת כל הסבר ומניע אפשרי מצד המתלוננת לטפול כנגדו תלונה כוזבת, המסקנה היא שיש לבכרה על פניה",annotated,מיה, רושם אמין של המתלוננת לעומת הנאשם,,120.0,121.0,
484349,ME-09-1143-989,7.0," כפי שציינה חוקרת הילדים, עדות הילדה הייתה עקבית, מדוייקת, קוהרנטית ומפורטת",annotated,מיה,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,588.0,589.0,
369303,SH-13-02-47-54,15.0, כבר עמדתי על כך שהמתלוננת הינה עדה אמינה בעיניי,annotated,מיה,not relevant,,410.0,411.0,
941105507,SH-13-02-47-54,,"זאת ועוד; התיאור שנמסר בפתח העדות המוקדמת תואם ברובו הגדול לתיאור שהמתלוננת מסרה בהודעתה המשטרתית הראשונה (נ/ 1) שנגבתה ממנה כשעה ורבע לאחר האירוע, טרם עריכת מסדר זיהוי התמונות וטרם עריכת העימות עם הנאשם",annotated,מיה,אמינה בגלל חיזוקים חיצוניים,,412.0,413.0,
244175,s011805,1.0," למרות זאת, עדותה של המתלוננת הייתה עקבית ולא התגלו בה סתירות",annotated,מיה,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,262.0,264.0,
648679,ME-09-650-116,9.0," לאחר עיון בתמלילי חקירתו של המתלונן א' , וצפייה בדיסק המתעד את החקירה , הותירה בי עדותו של מתלונן א' רושם חיובי",annotated,מיה,אמינה בגלל חיזוקים חיצוניים,,369.0,370.0,
203483,ME-15-07-28768-44,1.0, גרסתה של המתלוננת בעניין זה לא היתה ברורה,annotated,מיה,לא אמינה כי נקמנית/לא אותנטית/ממציאה (מיתוסי אונס ברקע),,1303.0,1305.0,
73702,SH-15-06-23701-11,5.0," חלו לאורך זמן התפתחויות בגרסתה העובדתית של המתלוננת, ובהעדר כל ראיה מפלילה נוספת, די בכך על מנת לקבוע כי מתעוררות ספקות אשר אינן מאפשרות ביסוס ממצא וודאי על גרסתה הנוכחית",annotated,מיה,לא אמינה כי לא עקבית/ לא אחידה. + הסבר,,17.0,18.0,
707534,ME-10-09-31383-790,3.0," עדות המתלוננת הייתה סדורה, והמתלוננת לא התבלבלה אף שסיפרה על אירוע בן שלבים אחדים",annotated,מיה,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,517.0,518.0,
368231,m08000502-117,5.0,"קל וחומר, שאין לבסס הרשעה פלילית על פי עדותה הנ""ל של המתלוננת, שכן, ראינו, כי במשפט העברי הפלילי, רף הראיות הוא גבוה במיוחד",annotated,מיה,not relevant,,863.0,864.0,
57723,ME-11-06-2965-391,12.0,"שלישית, טוען ב""כ הנאשם כי גרסתה השקרית של המתלוננת נולדה לאחר שהתברר לה כי בן זוגה שאהר גילה את העובדה שהיא בילתה באותו לילה עם גבר אחר, ומתוך פחדה שלא יאונה לה כל רע מידי בן זוגה, איש אלים וחם מזג, המציאה את סיפור החטיפה והאונס, על מנת להסיט את האשמה ל""בילויה"" עם הנאשם ממנה לנאשם עצמו",not annotated,מיה,,,,,
8782,ME-11-08-19586-55,12.0, המאשימה טענה כי עדותה המהימנה של המתלוננת מקבלת חיזוקים בעדויות של עדים נוספים שראו את תגובותיה מיד לאחר האירוע ,not annotated,מיה,,,,,
700268,m03000919,9.0,עדותה של המתלוננת כללה פרטים רבים ולוותה בתיאור מפורט של תחושותיה ורגשותיה בעת ולאחר ביצוע המעשים הנדונים,not annotated,מיה,,,,,
19235,m06003021,1.0," ניתן היה להתרשם כי עדותה של המתלוננת לגבי עיקרי הדברים הייתה עקבית, וגם כאשר נעשו ניסיונות ""לבלבל"" אותה, חזרה בעקשנות ובביטחון על הגרסה",not annotated,מיה,,,,,
616681,m07008007-405,3.0," לסוגיה זו נצרך בית-המשפט לאור ההקלטה שביצע עד ההגנה י’ ר’, שעל-בסיסה נטען על-ידי ההגנה כי גרסת מתלוננת 2 הינה שקרית",not annotated,מיה,,,,,
851409,ME-10-07-21310-4,5.0,"לכל אלה, נלוו כאמור, על פי עדותה המצמררת של המתלוננת, ואף מתיעוד החבלות שנמצאו בגופה ובאיבריה המוצנעים לאחר האירוע, איומי הנאשם על חייה, ואף תקיפתה ממש תוך גרימת חבלות בגופה",not annotated,מיה,,,,,
630816,ME-12-09-42383-690,3.0,"יש לציין כי גרסת המתלוננת בעניין זה לא היתה שונה מהגרסה שמסרה בעת חקירתה על ידי חוקרת הילדים, יום לאחר האירוע ",not annotated,מיה,,,,,
770354,ME-15-11-34046-11,5.0," גרסה מזכה זו של המתלוננת אינה מספקת לגישתי לפגום במהימנות עדויותיה של המתלוננת, ואין בה די כדי להטיל ספק בגרסה המפלילה",not annotated,מיה,,,,,
270606,m021212d,1.0,הֲלָכָה פסוקה היא כי גם אם עדותה של מתלוננת בעבירות-מין אינה מושלמת - אין פירוש הדבר שהיא אינה שלֵמה,not annotated,מיה,,,,,
291643,s05002659-374,7.0," שלישית, גירסת המתלוננת הגיונית יותר, ומתיישבת יותר עם האירועים שהתרחשו אחרי כן",not annotated,מיה,,,,,
210911,k26398p,5.0,"כמו כן לא שוכנעתי, כי ניתנה לנאשם, בהעדר הגדרה בכתב האישום של התקופה ובהעדר פירוט בעדותה הנ""ל של המתלוננת על התקופה בה בוצעו המכות ועל אופיים,  ""הזדמנות סבירה להתגונן"" כנגד אישומים אלה ",not annotated,מיה,,,,,
114006,m07001017,1.0," לטענתה, עדותה של המתלוננת היתה עקבית ומהימנה, ותאמה את הגרסה שמסרה במשטרה, ובהתבסס עליה יש לקבוע כי הנאשם ביצע בה את המעשים המיניים המיוחסים לו, מאז היתה המתלוננת כבת 13, וזאת ללא הסכמתה",not annotated,מיה,,,,,
432419,s04001906-255,1.0, עדותה של המתלוננת היתה בהירה וסדורה ועשתה רושם אמין על בית המשפט,not annotated,מיה,,,,,
460011,s03001203-186,5.0," ענין לנו בעבירות מין, כאשר מעצם טיבן וייחודן מתבצעות בדרך כלל בצנעה, רחוק מן העין בנוכחות העבריין וקורבנו בלבד, ועל כן כל מה שיש  בפני בית המשפט הן עדויות קוטביות של  המתלוננת והנאשם",not annotated,מיה,,,,,
343108,ME-10-07-44791-817,3.0,"גרסת המתלוננת הייתה אמינה, וניתן היה להתרשם מתמימותה, חרף גילה הבוגר",not annotated,מיה,,,,,
140313,ME-09-1084-867,3.0," בעוד שגרסת המתלוננת לגבי מעשה הסדום הייתה מהימנה, כנה, עקבית וקוהרנטית – גרסתה באשר לאי הסכמתה לקיום יחסי המין הווגינאליים באירוע השני, נשוא האישום באינוס, מעוררת תהיות ממשיות",not annotated,מיה,,,,,
417175,m06003016,5.0,"במהלך עדותה הראשונה של המתלוננת בבית המשפט ברור היה כי אמה הטילה ספק בדבריה, ככל הנראה, בהשפעת קשריה הרגשיים והאישיים עם הנאשם, ואף הרחיקה לכת וניסתה לאורך כל הדרך להניא את המתלוננת מתלונתה, תחילה ללא הצלחה",not annotated,מיה,,,,,
404517,m06003027-239,5.0,"""מלשון הסעיף עולה כי בית-המשפט רשאי להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו",not annotated,מיה,,,,,
266979,ME-98-4124-HK,9.0,"עדותה של המתלוננת, רצופה סתירות מהותיות וענייניות",not annotated,מיה,,,,,
473025,m04001110,17.0,"המתלוננת, נערה צעירה ונבונה, הותירה עליי רושם חיובי ואמין",not annotated,מיה,,,,,
69759,SH-09-2568-196,5.0,"לא נעלמה מעיני העובדה שמדובר בהרשעה על סמך עדות יחידה של המתלוננת, אך חרף זאת מצאתי שניתן להסתפק בעדות זו לצורך הרשעה",not annotated,מיה,,,,,
91715,ME-15-11-4139-531,5.0,"אחזור ואדגיש כאן את התזמון בו בחר הנאשם לשנות את גרסתו הראשונית לפיה טעה בדרך, לגרסה לפיה עצר להטיל את מימיו – מיד בתום עדותה המוקדמת של המתלוננת",not annotated,מיה,,,,,
154458,ME-19-07-69765-55,5.0,"הקשיים שניתן להעלות ביחס לגרסת המתלונן אף שגרסתו של המתלונן נתמכת בחיזוקים ראייתיים שונים כמפורט לעיל, טען ב""כ הנאשם כי היא גם מעוררת קשיים אחדים, שב""כ הנאשם התייחס אליהם בהרחבה גם בחקירה הנגדית של המתלונן, כאשר הוא ניסה לערער את גרסתו העקבית של המתלונן, וגם בסיכומיו להכרעת הדין",not annotated,מיה,,,,,
431804,ME-08-1047-463,12.0," גם כאן, גרסתה הראשונית של המתלוננת מסתברת יותר ומתיישבת עם יתר הראיות ועם התמונה הכללית כפי שזו משתקפת מהעובדות המוסכמות ומתיאורי הרקע בעדותה שלה",not annotated,מיה,,,,,
150281,s021784a,12.0,"עדויותיהן הישירות של המתלוננות אין בהן כדי לספק תשובה חיובית לכך,הן לא מסרו ולא סיפרו כי מעשיו של הנאשם נעשו לשם גירוי או סיפוק מיניים או שהם הרגישו והתרשמו שכך היו כוונותיו של הנאשם, כנראה הדבר נובע עקב גילן הרך יחסית",not annotated,מיה,,,,,
551194,ME-12-5501-303,5.0,"סוף דבר לעניין מעשי האינוס הרשעה בעבירת מין על סמך עדות יחידה של מתלוננת, דורשת הנמקה מיוחדת כאשר ההנמקה חלה על כל עבירה בנפרד ועוצמתה נגזרת מעוצמת העדות ועוצמת הבעיות המכרסמות בה",not annotated,מיה,,,,,
706084,s97002328-10,5.0,"יש לזכור שלאחר שהוסף  ב, ובוטל הצורך בסיוע לעדות יחידה בעבירות מין, דרושה זהירות שלא יורשע אדם חף מפשע (ההדגשה שלי-ש",not annotated,מיה,,,,,
792440,M-NoPub-ZC-1-131-L,12.0," לאור כל הנימוקים הנ""ל, מסקנתי היא, שגירסתה המפלילה הראשונה של המתלוננת, היא הנכונה, וחזרתה ממנה באה רק לאחר שנוכחה לדעת שהנאשם איננו משתחרר",not annotated,מיה,,,,,
141388,ME-13-07-36795-33,5.0,"בנסיבות יש לקבוע, כי גרסתו של הנאשם היא בלתי אמינה שקרסה אל מול עדויות מהימנות של המתלוננות שעמדו ב""מכבש לחצים"" לא קל",not annotated,מיה,,,,,
154439,ME-19-07-69765-55,5.0, עדותו העקבית של המתלונן בעניין זה בבית המשפט עולה בקנה אחד גם עם הדברים שמסר לחוקרת הילדים,not annotated,מיה,,,,,
174938,ME-11-06-33989-11,7.0," לזה יש להוסיף, כי עדויות המתלוננות היו מהימנות בעיני",not annotated,מיה,,,,,
563910,ME-08-1120-676,7.0,גרסת המתלוננת מעורפלת ובלתי בהירה,not annotated,מיה,,,,,
566699,me-09-02-142920,3.0,מן האמור לעיל עולה כי גרסאות המתלוננת והנאשם סותרות ומנוגדות זו לזו באופן קוטבי,not annotated,מיה,,,,,
300892,s00002583-88,5.0,"ואולם, לאחר ששמעתי את הצדדים ועיינתי בראיות, הגעתי לכלל מסקנה כי לא ניתן לסמוך על עדותה היחידה של המתלוננת הרשעה בפלילים",not annotated,מיה,,,,,
354512,ME-11-02-34952-76,12.0," עדותה הנוספת של המתלוננת ניתנה ללא כל ראיון נוסף ע""י התובעת, אם כי יצויין שהמתלוננת שהתה באולם ביהמ""ש בעת שאמה וחברותיה – ר' ו-ל' - העידו",not annotated,מיה,,,,,
426574,ME-10-08-28161-260,12.0, עדותה הגרעינית של הילדה עקבית ומדוייקת בהזדמנויות שבהן ניתן לה לפרטה,not annotated,מיה,,,,,
75069,ME-16-02-2193-22,3.0,"כפי שיפורט להלן, לא רק שעדות המתלוננת איתנה ומהימנה וההנמקה לכך, במקרה שבפנינו ברורה, אלא שיש גם סיוע ממשי לעדות המתלוננת, בין היתר בעדויות בדבר מצבה הנפשי ושיקרי הנאשם, ולעניין זה נקבע: """,not annotated,מיה,,,,,
328206,m08001086-173,5.0,"גרסתו הפתלתלה של הנאשם וגרסאותיו השונות הסותרות גרסאותיו האחרות על פניהן, בקשר לתקופה בה נעשו המעשים המגונים במתלוננת, משכם וכמותם, מהווים נימוק מספיק להסתמכות על עדותה היחידה של המתלוננת, כאשר רכשתי אמון בלתי מסוייג לעדותה בפנינו",not annotated,מיה,,,,,
343123,ME-10-07-44791-817,1.0,"ב""כ הנאשם טען כי עדותה של המתלוננת ""רווית סתירות"", ובהיותה עדות יחידה  נדרשת הנמקה ממשית לצורך אימוצה",not annotated,מיה,,,,,
115331,ME-10-06-20601-774,12.0,"נראה לי, לסיכום, כי גרסאותיהם המהימנות והתומכות זו בזו של המתלוננת ואנדריי, משקפות את האמת כפי שהתרחשה, ואילו הנאשם שיקר וסילף דברים בעדותו, ניסה רק להרחיק עצמו מהאירוע, ועשה רושם בלתי מהימן",not annotated,מיה,,,,,
528295,ME-12-03-25945-23,5.0," עדותה של יעל, לה סיפרה המתלוננת סמוך לאחר הארוע את שעשה לה הנאשם, מהווה איפוא, כשלעצמה, ראיית חיזוק של ממש לגירסתה המהימנה של המתלוננת (השוו:  פלוני דלעיל, בסע' 23 ו-33 לפסה""ד מיום 25",not annotated,מיה,,,,,
340123,ME-12-10-49947-393,12.0,"עדותו המהימנה של המתלונן, הפרטים הרבים שסיפר, העקביות, שטף דיבורו, האותנטיות בתיאור מבטו של הנאשם והכנות בה שיתף בחששו להלך ברחוב לאחר האירוע לא מותירים מקום לספק",not annotated,מיה,,,,,
478595,s01005977-254,5.0,"כאמור לעיל, הפסיקה מקבלת עדות חסרה או מבולבלת של מתלוננת, כאשר מדובר באירוע טראומטי",not annotated,מיה,,,,,
404547,m06003027-239,12.0,"ככלל, כאשר אנו בוחנים את גרסת המתלוננת בעבירות מין, לעיתים קרובות מצויה עדותה היחידה של המתלוננת, היושב בדין תר לא אחת, אחר ""עוגנים"" אשר יהא בהם כדי מילוי חובת ""ההנמקה"" וכבר נקבע כי ""ככל שהעדות העיקרית חלשה יותר תידרש הנמקה ממשית יותר""  205 בעמ' 216)",not annotated,מיה,,,,,
418074,m98942,5.0," ברי, כי אם המצב מורכב בעדות כבושה של מתלוננת בגירה בעבירות מין, על אחת כמה וכמה כאשר מדובר בקטינה",not annotated,מיה,,,,,
416030,m06003016,5.0, בפני בית המשפט מצויות למעשה שלוש עדויות כשרות של המתלוננת: עדותה בפני חוקרת הנוער שהוגשה על-פי  לחוק הגנת הילדים; עדותה הראשית של המתלוננת בפני בית המשפט – העדות המפלילה; ועדותה האחרונה של המתלוננת בפני חוקרת הילדים ובפני בית משפט זה בה היא חוזרת מעדותה – העדות המזכה,not annotated,מיה,,,,,
725871,ME-12-08-3491-22,3.0,"יוער, כי גרסת המתלוננת בהודעתה זו מבולבלת, אינה עקבית, ונדמה כי היא סותרת עצמה בתשובותיה",not annotated,מיה,,,,,
310485,ME-11-06-2577-640,5.0,"לכן די עתה בעדות יחידה של המתלונן/ת בעבירות מין לשם הרשעה, אך מצד שני גם במקרה כזה מוטל על בית המשפט להקפיד כי ההנמקה הנדרשת תתמודד כראוי, באופן הולם, הוגן וממצה, עם כל הקושי שעלול לעורר מתן האמון בעדות יחידה של הנפגע""",not annotated,מיה,,,,,
517185,m011068a,1.0, הנאשם כפר בעובדות החמורות המיוחסות לו וטען כי גרסתן של   המתלוננות  הינה חסרת שחר,not annotated,מיה,,,,,
693220,m01000232,3.0," במקרה זה, מאחר וגרסת המתלוננת איננה מהימנה, אין די בהתנהגותה לאחר המקרה בכדי להוות חיזוק שיש בו כדי לבסס הרשעה בפלילים",not annotated,מיה,,,,,
689422,s05001930-158,8.0,"לא רק שמתלוננת זו מסרה גירסאות שונות לגבי מועד האירוע הנטען השני   , אלא שגם לגבי האירוע הנטען השלישי  יש אי דיוק בתאריכים הנטענים",not annotated,מיה,,,,,
193904,ME-12-01-40609-11,5.0,"בפגישה השנייה, בה נכח, הציע, לנוכח הגרסאות הסותרות בין המתלוננת לבין הנאשם- לפנות לבירור מקצועי",not annotated,מיה,,,,,
150252,s021784a,17.0,"גם המתלוננת השנייה עשתה רושם טוב על ביהמ""ש ויש מקום לקבל את עדותה כמהימנה",not annotated,מיה,,,,,
178055,s05001085-150,1.0,"עדותה של המתלוננת מהימנה, וגרסתה אינה משתנה לאורך כל הדרך; הן בעימות שנערך מול הנאשם ת/9 והן בחקירות הראשית והנגדית בבית המשפט",not annotated,מיה,,,,,
339699,SH-07-1532-247,1.0," יש לציין כי עדותו של המתלונן, לעניין התלונות הקודמות הנ""ל, לא היתה עקבית כלל",not annotated,מיה,,,,,
277425,m99000948-a,17.0,"כפי שכבר ציינתי לעיל, המתלוננת עשה עלי רושם מהימן ולא היתה לה כל עילה להעליל על הנאשם",not annotated,מיה,,,,,
129134,SH-11-04-33622-55,3.0,"גרסת המתלוננת, לעומת זאת, הייתה כנה ואמינה",not annotated,מיה,,,,,
662706,m021063,5.0," לעומת גירסתה האָמינה והמהימנה של המתלוננת והראיות הנוספות התומכות וּמשלימות אותה כאמור לעיל, הרושם העולה מעדוּת הנאשם וּמניתוח מִגוון גירסותיו וטענותיו - הוא שלילי וּבלתי-אמין",not annotated,מיה,,,,,
416072,m06003016,5.0,"מלשון הסעיף עולה כי בית-המשפט רשאי להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו",not annotated,מיה,,,,,
558709,ME-12-10-2187-137,5.0,"הנה כי כן, יש בעדותה המהימנה של המתלוננת, שנמצאו לה חיזוקים בראיות אחרות, כדי להביא לקביעה, במחלוקת הליבה, ולפיה, הוכח, במידה הנדרשת במשפט, שהחדרת אצבעותיו ואיבר מינו של הנאשם לאיבר מינה של המתלוננת, נעשו שלא בהסכמתה החופשית, ושעה שהנאשם היה מודע להיעדר ההסכמה",not annotated,מיה,,,,,
821546,s001007,2.0,"לטענת הסניגור, גירסת המתלוננת מניפולטיבית, מלאה סתירות וחצאי אמיתות ולכן אין ליתן בה אמון",not annotated,מיה,,,,,
750880,m99000941-148,3.0,עדות המתלוננת לא נקייה מפירכות ומקטעים שמחלישים את גרסתה והסניגור היטיב לפרט קטעים אלו בסיכומים היסודיים והמקיפים שהגיש לנו,not annotated,מיה,,,,,
330785,ME-09-12-23471-1,5.0,"לסיכום- עדותה האמינה של המתלוננת הנתמכת במצבה הנפשי ובממצאי , אל מול עדותו הלא מהימנה של הנאשם, עדות מלאת סתירות, אי אמירת אמת וסירוב לענות לשאלות, ביחד עם התנהגות מפלילה, מובילים למסקנה אחת ויחידה ולפיה הנאשם ביצע את המיוחס לו בכתב האישום מעבר לכל ספק סביר",not annotated,מיה,,,,,
593962,M-NoPub-ZC-5-306-L,5.0,"החוקרת תמר קניספל קבעה בחוות דעתה , כי הילדה מהימנה והמליצה לגבות עדות נוספת מהילדה על ידי חוקר/ת ילדים דובר/ת ערבית",not annotated,מיה,,,,,
527924,ME-12-03-25945-23,1.0," בנוסף לאמור לעיל, אומר שוב: עדותה של המתלוננת לעצם מעשי הנאשם, היתה מהימנה כשהיא סיפרה בביהמ""ש בכנות, במיעוט מילים, בבהירות, במופנמות, ללא תחכום ובפשטות על מה שעשה לה הנאשם, על הדברים כפי שעשה לה, ללא גוזמה, ללא התלהמות וללא השחרה של הנאשם",not annotated,מיה,,,,,
26261,s03001805-223,8.0,"1 המתלוננת מסרה עדות ארוכה, נרחבת, מפורטת וברורה, אודות מסכת האירועים הרלבנטית",not annotated,מיה,,,,,
528404,ME-12-03-25945-23,5.0," בנוסף לגירסתה המהימנה של המתלוננת, הרי שמספר עדים  ראו את המתלוננת כשהיא בהלם, קפואה, לא משתפת פעולה, ממעטת בדיבור, בוכה, וכן היא סיפרה להם  על מה שארע לה",not annotated,מיה,,,,,
