sentence_id,title,query number,clean_sentence,status,tagger,label,label2,start_ind,end_ind,query_number
305057,ME-08-1157-524,12.0,"מכל מקום, וזה החשוב, מצפייה בחקירה המתועדת אין לי ספק, כי גרסתה המפלילה של המתלוננת כפי שנמסרה משקפת בצורה נכונה את מה שארע במציאות בינה לבין הנאשם",annotated,דניאל,not relevant,,341.0,343.0,
305210,ME-08-1157-524,5.0," עפ""י  לפקודה – אם ההרשעה היא על סמך עדותה היחידה של המתלוננת – ""בית המשפט יפרט בהכרעת הדין מה הניע אותו להסתפק בעדות זו",annotated,דניאל,not relevant,,461.0,464.0,
108031,SH-09-5632-185,5.0,עדותה המהימנה של המתלוננת,annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,122.0,125.0,
210860,k26398p,3.0,"מסקנת ביניים: לאור המובא לעיל, ומשמצאתי כי גירסת  המתלוננת אמינה, ומשראיתי כי מצבה הנפשי, אף אם באיחור, היה הבעה כנה של מצוקה וטראומה שבה שרויה המתלוננת כתוצאה מהחוויות הקשות שחוותה עם הנאשם, הגעתי למסקנה כי התביעה הצליחה להוכיח מעל לספק סביר, כי הנאשם עבר את עבירות המין והאיומים שמיוחסות לו בכתב האישום",annotated,דניאל,not relevant,,276.0,278.0,
336195,ME-09-09-9012-283,5.0,"בהיות עדות המתלוננת עדות יחידה, כרסום זה מתווסף לתהיות שעלו בעדותה לגבי נ/5, ואלה הביאו אותי למסקנה שלא ניתן לבסס ממצאים מרשיעים על יסוד עדותה היחידה של המתלוננת לגבי העבירות המיוחסות לנאשם 2",annotated,דניאל,לא אמינה כי לא עקבית/ לא אחידה. + הסבר,,569.0,573.0,
285787,m00925,5.0,"סיכומו של דבר, לא רק שבעדות השנייה והשלישית של המתלוננת לא היה כדי לערער את מהימנות גירסתה בעדותה הראשונה והמקורית – שעליה, בין היתר, מבוססת הכרעת דין זו – אלא היה בהן, אף כדי להוסיף יתר נופך ויתר חיזוק, בכל הקשור למהימנות גירסתה המקורית של המתלוננת",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע), רושם אמין של המתלוננת לעומת הנאשם,485.0,487.0,
48380,SH-13-08-24175-34,5.0,"מכל האמור כאשר מציבה אני את עדותה החד משמעית והמהימנה של המתלוננת אל מול עדות הנאשם – המגלמת גרסה מופרכת ונעדרת כל הסבר ומניע אפשרי מצד המתלוננת לטפול כנגדו תלונה כוזבת, המסקנה היא שיש לבכרה על פניה",annotated,דניאל, רושם אמין של המתלוננת לעומת הנאשם,,120.0,121.0,
484349,ME-09-1143-989,7.0," כפי שציינה חוקרת הילדים, עדות הילדה הייתה עקבית, מדוייקת, קוהרנטית ומפורטת",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע), רושם אמין של המתלוננת לעומת הנאשם,588.0,589.0,
369303,SH-13-02-47-54,15.0, כבר עמדתי על כך שהמתלוננת הינה עדה אמינה בעיניי,annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע), רושם אמין של המתלוננת לעומת הנאשם,410.0,411.0,
244175,s011805,1.0," למרות זאת, עדותה של המתלוננת הייתה עקבית ולא התגלו בה סתירות",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע), רושם אמין של המתלוננת לעומת הנאשם,262.0,264.0,
648679,ME-09-650-116,9.0," לאחר עיון בתמלילי חקירתו של המתלונן א' , וצפייה בדיסק המתעד את החקירה , הותירה בי עדותו של מתלונן א' רושם חיובי",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,369.0,370.0,
667663869,ME-09-650-116,,"שלישית, לא התרשמתי כי מתלונן א' ניסה להגזים או להעצים את שאירע, אלא דבק בתיאור האירועים כפי שחווה אותם",annotated,דניאל,רושם אמין של המתלוננת :לא נקמנית. לא בדתה או המציאה ( מיתוסי אונס ברקע),,404.0,405.0,
203483,ME-15-07-28768-44,1.0, גרסתה של המתלוננת בעניין זה לא היתה ברורה,annotated,דניאל,לא אמינה כי לא עקבית/ לא אחידה. + הסבר,,1303.0,1305.0,
73702,SH-15-06-23701-11,5.0," חלו לאורך זמן התפתחויות בגרסתה העובדתית של המתלוננת, ובהעדר כל ראיה מפלילה נוספת, די בכך על מנת לקבוע כי מתעוררות ספקות אשר אינן מאפשרות ביסוס ממצא וודאי על גרסתה הנוכחית",annotated,דניאל,לא אמינה כי לא עקבית/ לא אחידה. + הסבר,,17.0,18.0,
707534,ME-10-09-31383-790,3.0," עדות המתלוננת הייתה סדורה, והמתלוננת לא התבלבלה אף שסיפרה על אירוע בן שלבים אחדים",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,517.0,518.0,
368231,m08000502-117,5.0,"קל וחומר, שאין לבסס הרשעה פלילית על פי עדותה הנ""ל של המתלוננת, שכן, ראינו, כי במשפט העברי הפלילי, רף הראיות הוא גבוה במיוחד",annotated,דניאל,לא אמינה כי לא עקבית/ לא אחידה. + הסבר,,861.0,864.0,
378645,SH-16-11-39338-564,8.0,המתלוננת מסרה עדות עקבית ומפורטת,annotated,דניאל,רושם אמין של המתלוננת :לא נקמנית. לא בדתה או המציאה ( מיתוסי אונס ברקע),,206.0,209.0,
617513,m07008007-405,9.0,"עדותו של מתלונן 5 אינה מגבשת ממצא עובדתי ברור ומוחלט באשר למספר הפעמים בגדרן ביצע בו הנאשם את המעשים דנן, לרבות מועדם",annotated,דניאל,אמינה עם בעיות (אולי לחבר לקטגוריה שלמעלה),,794.0,797.0,
152052,ME-09-02-12962,7.0,"  מנגד, גרסת המתלוננות מהימנה, קוהרנטית, הגיונית ונתמכת בחיזוקים חיצוניים",annotated,דניאל, רושם אמין של המתלוננת לעומת הנאשם,,799.0,802.0,
761259,SH-10-10-53929-33,5.0,"מכלול קשיים אלה בהצטברותם אל חוסר התייחסותו המפורטת של הנאשם, בחקירתו במשטרה, לאירוע הנטען, ולאור הקושי ליתן בו אמון בכלל, מהנימוקים שפירטתי לעיל, אל מול גרסתם הקוהרנטית והמובנית בתוך הקונטקסט, של המתלוננים, מכריעים את הכף לעבר העדפת גרסת המתלוננים על פני גרסת הנאשם",annotated,דניאל, רושם אמין של המתלוננת לעומת הנאשם,,109.0,110.0,
773068,ME-11-08-19586-11,5.0," המאשימה טענה כי אל מול גרסתה העקבית והמהימנה של המתלוננת, הנתמכת בעדויות רבות נוספות, לרבות עדויות מומחים, אנשי מקצוע ואנשי משטרה, עומדת גרסתו של הנאשם לבדה",annotated,דניאל, רושם אמין של המתלוננת לעומת הנאשם,,791.0,792.0,
149372,ME-08-1005-44,3.0,"עדות המתלוננת באשר למצבה הנפשי במועד האירוע ועדות הנאשם באשר למצבה אינן מהימנות ומשקלן מועט: המתלוננת באופן עקבי מסרבת להודות, כי לסימפטומים של מחלתה \ ההפרעה הנפשית ממנה סבלה באותה העת היה קשר להתנהגותה ביום האירוע או בכלל במהלך אשפוזה",annotated,דניאל,לא אמינה כי נקמנית/לא אותנטית/ממציאה (מיתוסי אונס ברקע),,604.0,605.0,
551194,ME-12-5501-303,5.0,"סוף דבר לעניין מעשי האינוס הרשעה בעבירת מין על סמך עדות יחידה של מתלוננת, דורשת הנמקה מיוחדת כאשר ההנמקה חלה על כל עבירה בנפרד ועוצמתה נגזרת מעוצמת העדות ועוצמת הבעיות המכרסמות בה",annotated,דניאל,אמינה עם בעיות (אולי לחבר לקטגוריה שלמעלה),,772.0,773.0,
19220,m06003021,11.0," עדותה של המתלוננת נמשכה על פני ישיבות רבות, במהלכן הופסקה העדות פעמים רבות",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),רושם אמין של המתלוננת :לא נקמנית. לא בדתה או המציאה ( מיתוסי אונס ברקע),659.0,667.0,
499196,ME-12-07-39094-303,5.0,"במקרה דנן, גם אם שיקר הנאשם בכך שהכחיש בחקירתו כל מעשה אלימות מלבד האירוע מושא האישום העשירי, אפשר כי הדבר נועד למנוע את הסתבכותו בעבירות שלא ביצע, קרי במסכת הקשה של עבירות אינוס, אלימות וכליאת שווא, כנטען בגרסתה המאוחרת של המתלוננת בחקירה",annotated,דניאל,not relevant,,927.0,928.0,
464637,ME-09-127-726,13.0,"בנוסף, לא מצאנו בסיס שלא לקבל את ההסברים שסיפקה לכך המתלוננת בעדותה, לפיהם סמוך למקרה האונס, מערכת היחסים שלה עם בילאל הייתה רק בתחילתה ולכן נמנעה מלפרט בעניין",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,3585.0,3588.0,
228190,ME-18-05-19391-55,5.0,"ניתן להרשיע בעבירות מין גם על בסיס עדות יחידה של מתלוננת הגם שנדרשת הנמקה  תשל""א-1971; ע""פ  נור נ' מדינת ישראל, נו 205 ;  גנדור נ' מדינת ישראל, מב 045 ;  פלוני נ' מדינת ישראל (01",annotated,דניאל, רושם אמין של המתלוננת לעומת הנאשם,,1698.0,1700.0,
134958,ME-09-1010-27,3.0,"מצאתי כי גרסת המתלוננת באשר להשתלשלות האירוע הרביעי מהימנה ונתמכת בראיות חיצוניות, בשונה מגרסת הנאשם המופרכת על פניה, לה לא נתתי כל אמון",annotated,דניאל, רושם אמין של המתלוננת לעומת הנאשם,אמינה בגלל חיזוקים חיצוניים,671.0,672.0,
444118,m06001058-315,7.0,"לאור האמור, איני סובר, כי גרסת המתלוננת הינה עקבית, או שהיא הקפידה לדייק בפרטים",annotated,דניאל,לא אמינה כי נקמנית/לא אותנטית/ממציאה (מיתוסי אונס ברקע),לא אמינה כי לא עקבית/ לא אחידה. + הסבר,623.0,624.0,
726875,ME-12-08-3491-22,5.0,"אפנה עתה ואבחן את גרסתה הראשונית של המתלוננת כפי שבאה לידי ביטוי בהודעתה הראשונה מיום 12/02/08  בפני חוקרת הילדים, הגב' יפעת פולק - כהן",annotated,דניאל,not relevant,,1081.0,1082.0,
260354,s00003108,8.0," מעיון בנ/1 ניתן ללמוד שהמתלוננת מסרה בביהמ""ש גירסה דומה ועקבית בדיוק כמו שמסרה באימרתה במשטרה",annotated,דניאל,רושם אמין של המתלוננת :לא נקמנית. לא בדתה או המציאה ( מיתוסי אונס ברקע),רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),55.0,58.0,
147435,ME-08-1051-165,7.0,"הגם שעדות המתלוננת הייתה קוהרנטית ואמינה בעיקר הדברים, עדיין הספק הסביר, כפי שהיטיבה חברתי השופטת דיסקין בפסק דינה להציגו, עומד לזכותו של הנאשם",annotated,דניאל,"""אמינה אבל""- העדה אמינה אבל אי אפשר להרשיע. מגוון סיבות (הרבה פעמים עדות יחידה)",,429.0,431.0,
662831,ME-11-06-51536-78,1.0," ודוק: גם לפי ניסיון החיים השיפוטי, גירסתה דלעיל של המתלוננת בדבר היכרותה כחסרת דיור עם גברים שאמרו שיעזרו לה ולבסוף ניצלו אותה מינית, היא למרבה הצער אפשרית ומציאותית",annotated,דניאל,רושם אמין של המתלוננת :לא נקמנית. לא בדתה או המציאה ( מיתוסי אונס ברקע),,81.0,83.0,
73840,SH-15-06-23701-11,8.0," במקרה שלפני, עלה בידי ההגנה לבסס באורח משמעותי את הטענה כי בזמן אמת, בסמוך לאחר האירוע, מסרה המתלוננת גרסאות עובדתיות המצויות בפער ממשי לזו שמסרה בעדותה בבית המשפט, ואשר במידת מה אף מאששות את גרסתו העקבית של הנאשם לפיה הטיל את מימיו ולא ביצע כל מעשה בעל קונוטציה מינית",annotated,דניאל,לא אמינה כי לא עקבית/ לא אחידה. + הסבר,,141.0,142.0,
91260,ME-15-11-4139-531,5.0," לאחר עדותה המוקדמת של המתלוננת, ביקש הנאשם לתקן את תשובתו לאישום",annotated,דניאל, רושם אמין של המתלוננת לעומת הנאשם,,26.0,30.0,
809332,ME-04-1064-112,3.0," ב""כ הנאשם טוען כי ההגנה הוכיחה כי הנאשם לא ביצע כל עבירות מין, כאשר גרסאות המתלוננות הינן קלושות, כבושות ובלתי אמינות",annotated,דניאל,not relevant,,4740.0,4743.0,
304783,ME-08-1157-524,5.0,"להבדיל מהגרסה הראשונה במשטרה, הגרסה השניה של המתלוננת הפלילה את הנאשם במיוחס לו",annotated,דניאל,אמינה עם בעיות (אולי לחבר לקטגוריה שלמעלה),,74.0,83.0,
316669,m011118,5.0," מדובר כאן בעדות יחידה של המתלוננת, שכן באירועים החמורים שקרו בינה לבין כל אחד מהנאשמים, לא נכח איש מלבדה",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע), רושם אמין של המתלוננת לעומת הנאשם,459.0,463.0,
506325844,m011118,,"אני נותן אמון מלא בעדותה של המתלוננת בהיותה דוברת אמת, ואמון זה משמש יסוד להרשעת שני הנאשמים בעבירות המיוחסות להם",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע), רושם אמין של המתלוננת לעומת הנאשם,462.0,463.0,
127686903,m011118,,בית המשפט ממלא את חובתו כאשר הוא אומר כי נתן אמון מלא בגרסתה של המתלוננת בשל  התרשמותו ממהימנותה ( (2)  293),annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע), רושם אמין של המתלוננת לעומת הנאשם,461.0,462.0,
320327,m03001035,5.0,"נקודת המוצא להחלטתי זו, הינה האמון המלא שהנני נותן בעדותה העקבית, הקוהרנטית, הברורה והבהירה של המתלוננת, עדות שתיארה את הדברים כהוויתן בלא נסיון להעצימם  תוך תיאור תחושות של גועל, מחנק, הקאה וריח רע אותן חוותה במהלך ואחרי האירועים",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע), רושם אמין של המתלוננת לעומת הנאשם,1935.0,1936.0,
752909,SH-09-11-34935-718,5.0,"ככל שהדבר מתייחס למעשים עצמם, ראיות התביעה מבוססות על עדותה היחידה של המתלוננת",annotated,דניאל,not relevant, רושם אמין של המתלוננת לעומת הנאשם,15.0,16.0,
566725,me-09-02-142920,12.0,גרסתה המפלילה של המתלוננת כפי שבאה לידי ביטוי בעדותה בפנינו הותירה רושם מהימן וכי אמת בפיה,annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע), רושם אמין של המתלוננת לעומת הנאשם,260.0,261.0,
534158,ME-15-10-1855-55,5.0," כוונתי היא בעיקר לעדותה המהימנה ביותר של המתלוננת בפנינו; התיאור המפורט שמסרה לשוטרים ולאמה מיד לאחר האירוע התואם בפרטים מרכזיים את התיאור שמסרה המתלוננת ה' באישום השני ואשר על בסיסו, בין היתר, מצאנו כאמור כי יש להרשיע את הנאשם באישום זה",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע), רושם אמין של המתלוננת לעומת הנאשם,1330.0,1331.0,
488093,m02001067-568,5.0,"עדותו של שבי היא העדות היחידה של מי שהיה קרוב לאירועים בעת התרחשותם, מלבד עדויותיהם הסותרות של המתלוננת והנאשם",annotated,דניאל,not relevant, רושם אמין של המתלוננת לעומת הנאשם,235.0,236.0,
403230,261890,5.0," ההסתמכות על עדותה היחידה של המתלוננת, לצורך הרשעה בעבירת מין, מחייבת פירוט של המניעים שהניעו אותנו להסתפק באותה עדות יחידה; וכבר  חיוויתי  את דעתי  בעניין זה",annotated,דניאל,not relevant, רושם אמין של המתלוננת לעומת הנאשם,292.0,293.0,
103564,ME-16-07-27231-55,3.0," יש להוסיף עוד, כי עדות המתלוננת בנקודה זו ברורה לחלוטין",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע), רושם אמין של המתלוננת לעומת הנאשם,510.0,513.0,
674620,m014018,5.0," לסיכום, עדותה האמינה של הילדה, כשאליה מתווספות ראיות הסיוע האמורות, אינה מותירה ספק באשמת הנאשם",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),אמינה בגלל חיזוקים חיצוניים,511.0,512.0,
146876,m07004039,4.0,"ב מדינת ישראל נ' פלוני, פ""ד מז  292, מתייחס  בית המשפט לאפשרות כי עדויות של מתלוננות שונות כנגד אותו נאשם יחזקו זו את זו :",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,1191.0,1192.0,
294255,s002412,5.0, גם אילו לא היו ראיות סיוע אלה בפני הייתי מסתפקת בעדותה היחידה של המתלוננת וקובעת את אחריותו של הנאשם,annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),אמינה בגלל חיזוקים חיצוניים,580.0,581.0,
310800,ME-11-06-2577-640,3.0,"סבורני, כי אין לקבוע שגרסת המתלוננת אינה אמינה ובשקר יסודה וכי טוותה עלילת שווא נגד סבה",annotated,דניאל,רושם אמין של המתלוננת :לא נקמנית. לא בדתה או המציאה ( מיתוסי אונס ברקע),אמינה עם בעיות (אולי לחבר לקטגוריה שלמעלה),669.0,672.0,
695666,s00002865-124,5.0, משעה שעדותו של חמדאן נפלה – נותרנו מול עדות יחידה של מתלוננת בעבירת מין,annotated,דניאל,not relevant,,204.0,207.0,
821260418,s00002865-124,,הגעתי למסקנה כי עדותה משקפת נאמנה את עקרי הדברים שהתרחשו בינה לבין הנאשם,annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,217.0,218.0,
799302,ME-07-1012-886,17.0, המתלוננת הותירה רושם מהימן,annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,134.0,135.0,
630689,ME-12-09-42383-690,5.0," על כל פנים, עדותו של פרופ' רכס אינה מעלה ואינה מורידה מהעיקר בתיק, שהוא עדותה הברורה של המתלוננת",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע), רושם אמין של המתלוננת לעומת הנאשם,107.0,108.0,
635309,ME-10-08-15656-33,17.0, המתלוננת עשתה רושם אמין ומשכנע והיא עמדה על גרסתה זו גם לאחר חקירתה הנגדית,annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,286.0,287.0,
510200,SH-11-04-25817-739,14.0," עדותה של המתלוננת היא כאמור העדות העיקרית מטעם התביעה, והיא גם העדות היחידה לגבי האירוע נשוא כתב האישום, שכן, בעת האירוע נכחו המתלוננת והנאשם בלבד",annotated,דניאל,not relevant,,111.0,112.0,
976460649,SH-11-04-25817-739,,"31.	לאחר שבחנתי בשים לב את עדות המתלוננת, ושקלתי את טענות ההגנה ביחס לעדות זו, ולאור התרשמותי כי עדות המתלוננת יצרה תמונה ברורה של האירוע, הייתה אמינה ומהימנה ולא נסתרה, אני סבורה כי יש לקבל את גרסת המתלוננת לאירוע ולתת לה את מלוא המשקל הראייתי",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,116.0,117.0,
176911,k00011398p,7.0, עדות המתלוננת מהימנה בעינינו,annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,101.0,102.0,
433519,SH-09-11-13880-227,5.0,"סוף דבר – לאחר שבית המשפט הזהיר את עצמו שלפניו עדותה היחידה של המתלוננת, על סמך תוכנה המידתי של התלונה ואותות האמת שבה, התמיכה שתומכים בה עדויות האם והשוטר, מתבססת מסקנה שיש לקבל עדות המתלוננת במלואה ולהעדיפה על גרסתו המתכחשת של הנאשם, שנדחתה מחוסר אימון",annotated,דניאל, רושם אמין של המתלוננת לעומת הנאשם,אמינה בגלל חיזוקים חיצוניים,117.0,118.0,
523435,m08001016,9.0,"  עדותה של המתלוננת הותירה עלינו רושם אמין ביותר, וניכר היה מדבריה, מהתנהגותה ומתגובותיה, כי היא דוברת אמת",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,393.0,394.0,
35860,m06003045,5.0,"כל אלו, בגדר סתירות, פרכות ותמיהות קטנות כשלעצמן, אך במצטבר, ועל רקע הדברים עליהם עמדנו לעיל, מביאים למסקנה שאין לסמוך הרשעתו של הנאשם על סמך עדותו היחידה של המתלונן",annotated,דניאל,לא אמינה כי לא עקבית/ לא אחידה. + הסבר,,634.0,635.0,
360923,m984143,2.0,"מאחר ועדות המתלוננת אמינה עלי לחלוטין, סבורני כי יש לראות את דבריה הן בפני חוקרת הנוער והן בעדותה בביהמ""ש כמקשה אחת, כאשר עדות אחת משלימה את רעותה",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,763.0,764.0,
528153,ME-12-03-25945-23,5.0,"מלשון הסעיף עולה כי בית-המשפט רשאי להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו",annotated,דניאל,not relevant,,705.0,706.0,
368924,SH-13-02-47-54,5.0, אף צפיתי במלוא הקלטת של העדות המוקדמת של המתלוננת לפני כב' השופט שמעוני,annotated,דניאל,not relevant,,71.0,72.0,
304595,s03001975-128,7.0,"מכיוון שעסקינן במשפט פלילי, אין די בכך שעדות המתלוננת תהיה סבירה יותר מעדות הנאשם, פער עדויות כזה מספיק להכרעה במשפט האזרחי, לשם עמידה בנטל המאזן ההסתברויות",annotated,דניאל,not relevant,,157.0,158.0,
339650,SH-07-1532-247,12.0," התרשמתי כי עדותו הנ""ל של המתלונן לא היתה מהימנה כלל, וההסבר שמסר ליישב את הסתירה בין דבריו במשטרה לבין גרסתו בבית המשפט, לא היה משכנע כלל",annotated,דניאל,לא אמינה כי לא עקבית/ לא אחידה. + הסבר,,45.0,46.0,
404975,m06003027-239,5.0,"בטרם סיום, אומר כי, תיק זה המחיש בפנינו את הקושי הרב בשמיעת ראיות  בגין אירועים אשר על פי הנטען, בוצעו שנים מספר קודם לכן וזאת, מפאת עדותה הכבושה של המתלוננת",annotated,דניאל,not relevant,,948.0,949.0,
309096,SH-09-02-15722-61,1.0,"התרשמתי כי עדותה של המתלוננת מהימנה וכי היא תיארה את האירועים כהווייתם, ללא הפרזה",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,204.0,205.0,
574607,m06003055,7.0," עדות המתלוננת גירסתה של המתלוננת הייתה עקבית בעיקרה, הגיונית ונתמכת בעדויות מהימנות חיצוניות, לכל אורכה",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),אמינה בגלל חיזוקים חיצוניים,388.0,389.0,
41831,s03005635-239,17.0, המתלוננת עשתה עלי רושם אמין ביותר,annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,142.0,143.0,
706836,ME-07-1012,17.0," כפי שנקבע, המתלוננת הותירה רושם מהימן וגרסתה לעניין המעשה המגונה – אף היא מהימנה",annotated,דניאל,רושם אמין - אמינה: בהירה. פשוטה. אותנטית. (אין מיתוסים ברקע),,367.0,368.0,
477362,ME-09-12-5569-3,6.0," התרשמתי מעדות המתלונן עצמו, שהיא אינה אמינה באופן שניתן לבסס עליה הרשעת הנאשמים מעל לספק סביר",annotated,דניאל,לא אמינה כי לא עקבית/ לא אחידה. + הסבר,,2335.0,2337.0,
692872,m01000232,1.0, גרסה זו של המתלוננת איננה סבירה ואינה מהימנה,annotated,דניאל,לא אמינה כי נקמנית/לא אותנטית/ממציאה (מיתוסי אונס ברקע),,173.0,176.0,
490926,s00008923-298,5.0,קושי נוסף בהכרעת הדין  הוא כי כאמור לפנינו עדות יחידה של המתלוננת שעל סמכה מבקשת התביעה הכללית לבסס הרשעה בפלילים,annotated,דניאל,not relevant,,104.0,105.0,
104804,ME-15-03-14854-33,5.0,"מלשון הסעיף עולה כי בית-המשפט רשאי להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו",annotated,דניאל,not relevant,,315.0,316.0,
